thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
63,0,63,[-0.19166666666666668],[0.32666666666666666],[1],[0],[0],[1.5095399210003961],['target'],63,0,63,0,119.97913086400149,,10,119.9631405250002,119.97913086400149,119.97913086400149,0.02754380599799333,121.47306718099935,[-0.19166666666666668],[0.32666666666666666],[1],[0],[0],[1.5095399210003961],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
64,0,64,[0.31333333333333335],[-0.36833333333333335],[1],[0],[0],[1.8896960040001431],['target'],64,0,64,0,121.4995754670017,,5,121.48858396899959,121.4995754670017,121.4995754670017,0.015359498000179883,123.37879840000096,[0.31333333333333335],[-0.36833333333333335],[1],[0],[0],[1.8896960040001431],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
65,0,65,[-0.13666666666666666],[-0.018333333333333333],[1],[0],[0],[1.4234078050030803],['target'],65,0,65,0,123.42176774499967,,10,123.40658325000186,123.42176774499967,123.42176774499967,0.027534700002433965,124.83039120499961,[-0.13666666666666666],[-0.018333333333333333],[1],[0],[0],[1.4234078050030803],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
66,0,66,[-0.10166666666666667],[0.345],[1],[0],[0],[1.6226963539993449],['target'],66,0,66,0,124.87884980500166,,10,124.86255703799907,124.87884980500166,124.87884980500166,0.03200829100023839,126.48576666000008,[-0.10166666666666667],[0.345],[1],[0],[0],[1.6226963539993449],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
67,0,67,[-0.23666666666666666],[0.045],[1],[0],[0],[1.5928074119983648],['target'],67,0,67,0,126.5123003560002,,5,126.50113059700016,126.5123003560002,126.5123003560002,0.01520242100014002,128.09433472399905,[-0.23666666666666666],[0.045],[1],[0],[0],[1.5928074119983648],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
68,0,68,[-0.43],[-0.46166666666666667],[1],[0],[0],[1.255001450997952],['target'],68,0,68,0,128.11965924700053,,5,128.10852203100148,128.11965924700053,128.11965924700053,0.014040879999811295,129.36398995299896,[-0.43],[-0.46166666666666667],[1],[0],[0],[1.255001450997952],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
69,0,69,[-0.023333333333333334],[-0.35333333333333333],[1],[0],[0],[2.1502219139983936],['target'],69,0,69,0,129.40668692100007,,10,129.39199367000037,129.40668692100007,129.40668692100007,0.02781646599760279,131.5426419840005,[-0.023333333333333334],[-0.35333333333333333],[1],[0],[0],[2.1502219139983936],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
70,0,70,[0.40166666666666667],[-0.19166666666666668],[1],[0],[0],[2.335497389998636],['target'],70,0,70,0,131.5870333540006,,10,131.57129012099904,131.5870333540006,131.5870333540006,0.02846118700108491,133.90721412900166,[0.40166666666666667],[-0.19166666666666668],[1],[0],[0],[2.335497389998636],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
71,0,71,[-0.17833333333333334],[0.016666666666666666],[1],[0],[0],[1.6554654349965858],['target'],71,0,71,0,133.95029702000102,,10,133.93473131700011,133.95029702000102,133.95029702000102,0.027349668001988903,135.5906057329994,[-0.17833333333333334],[0.016666666666666666],[1],[0],[0],[1.6554654349965858],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
72,0,72,[-0.195],[0.028333333333333332],[1],[0],[0],[1.3942918619977718],['target'],72,0,72,0,135.63293676100147,,10,135.61716047699883,135.63293676100147,135.63293676100147,0.0263950640000985,137.01184498599832,[-0.195],[0.028333333333333332],[1],[0],[0],[1.3942918619977718],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
73,0,73,[-0.30666666666666664],[0.27],[1],[0],[0],[1.4978013219988497],['target'],73,0,73,0,137.05545009699927,,10,137.03953738199925,137.05545009699927,137.05545009699927,0.02745308399971691,138.53771775199857,[-0.30666666666666664],[0.27],[1],[0],[0],[1.4978013219988497],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
74,0,74,[-0.115],[0.08833333333333333],[1],[0],[0],[1.5622312829982548],['target'],74,0,74,0,138.5822298589992,,10,138.56574946800174,138.5822298589992,138.5822298589992,0.0278758740023477,140.12839360400176,[-0.115],[0.08833333333333333],[1],[0],[0],[1.5622312829982548],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
75,0,75,[0.24666666666666667],[-0.06833333333333333],[1],[0],[0],[1.4199224900003173],['target'],75,0,75,0,140.17062118299873,,10,140.15517541000008,140.17062118299873,140.17062118299873,0.026606396000715904,141.57572365599844,[0.24666666666666667],[-0.06833333333333333],[1],[0],[0],[1.4199224900003173],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
76,0,76,[0.39666666666666667],[-0.09333333333333334],[1],[0],[0],[1.3323939830006566],['target'],76,0,76,0,141.60451584900147,,5,141.59329598100157,141.60451584900147,141.60451584900147,0.017317738002020633,142.92612128399924,[0.39666666666666667],[-0.09333333333333334],[1],[0],[0],[1.3323939830006566],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
77,0,77,[0.028333333333333332],[-0.27],[1],[0],[0],[1.783187730001373],['target'],77,0,77,0,142.96854734299995,,10,142.95393479400082,142.96854734299995,142.96854734299995,0.02768683500107727,144.7374927710007,[0.028333333333333332],[-0.27],[1],[0],[0],[1.783187730001373],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
78,0,78,[0.395],[-0.24166666666666667],[1],[0],[0],[1.6260905119997915],['target'],78,0,78,0,144.78102534500067,,10,144.76528899099867,144.78102534500067,144.78102534500067,0.02763741899980232,146.39179957500164,[0.395],[-0.24166666666666667],[1],[0],[0],[1.6260905119997915],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
79,0,79,[0.43],[0.13666666666666666],[1],[0],[0],[1.3250967280000623],['target'],79,0,79,0,146.41770969500067,,5,146.40697052299947,146.41770969500067,146.41770969500067,0.014995861001807498,147.73257641799864,[0.43],[0.13666666666666666],[1],[0],[0],[1.3250967280000623],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
80,0,80,[-0.21166666666666667],[0.18833333333333332],[1],[0],[0],[1.9692147390014725],['target'],80,0,80,0,147.75750269700075,,5,147.74698834000083,147.75750269700075,147.75750269700075,0.014260664000175893,149.71661145500184,[-0.21166666666666667],[0.18833333333333332],[1],[0],[0],[1.9692147390014725],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
81,0,81,[-0.31],[0.2966666666666667],[1],[0],[0],[1.0903232210002898],['target'],81,0,81,0,149.74232113000107,,5,149.73071695199906,149.74232113000107,149.74232113000107,0.013967267001135042,150.82141782799954,[-0.31],[0.2966666666666667],[1],[0],[0],[1.0903232210002898],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
82,0,82,[-0.4],[0.056666666666666664],[1],[0],[0],[1.0696018999988155],['target'],82,0,82,0,150.86516071400183,,10,150.8500658209996,150.86516071400183,150.86516071400183,0.02852187399912509,151.92022253400137,[-0.4],[0.056666666666666664],[1],[0],[0],[1.0696018999988155],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
83,0,83,[0.3883333333333333],[-0.03],[1],[0],[0],[1.4380844099978276],['target'],83,0,83,0,151.9463752240008,,5,151.93501622999975,151.9463752240008,151.9463752240008,0.014633547998528229,153.37351410300107,[0.3883333333333333],[-0.03],[1],[0],[0],[1.4380844099978276],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
84,0,84,[-0.07166666666666667],[0.23166666666666666],[1],[0],[0],[1.4578835600004822],['target'],84,0,84,0,153.41704845200002,,10,153.4020383520001,153.41704845200002,153.41704845200002,0.02839177500209189,154.86030615100026,[-0.07166666666666667],[0.23166666666666666],[1],[0],[0],[1.4578835600004822],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
85,0,85,[0.4166666666666667],[0.10833333333333334],[1],[0],[0],[1.8162856220005779],['target'],85,0,85,0,154.90400718399906,,10,154.8884764450013,154.90400718399906,154.90400718399906,0.028010150999762118,156.70530890100054,[0.4166666666666667],[0.10833333333333334],[1],[0],[0],[1.8162856220005779],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
86,0,86,[-0.06333333333333334],[-0.34],[1],[0],[0],[1.3833313149989408],['target'],86,0,86,0,156.7303700670018,,5,156.71910352199848,156.7303700670018,156.7303700670018,0.013637526000820799,158.10311979299877,[-0.06333333333333334],[-0.34],[1],[0],[0],[1.3833313149989408],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
87,0,87,[-0.165],[-0.028333333333333332],[1],[0],[0],[0.9899135250016116],['target'],87,0,87,0,158.1320572850018,,5,158.1201930999996,158.1320572850018,158.1320572850018,0.016849081999680493,159.1104931129994,[-0.165],[-0.028333333333333332],[1],[0],[0],[0.9899135250016116],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
88,0,88,[0.16],[0.04],[1],[0],[0],[1.2533498390002933],['target'],88,0,88,0,159.15288546100055,,10,159.13783395599967,159.15288546100055,159.15288546100055,0.027207777002331568,160.39165643399974,[0.16],[0.04],[1],[0],[0],[1.2533498390002933],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
89,0,89,[0.49166666666666664],[0.29],[1],[0],[0],[1.30485993199909],['target'],89,0,89,0,160.41855580600168,,5,160.40717919899907,160.41855580600168,160.41855580600168,0.015336918000684818,161.712478802001,[0.49166666666666664],[0.29],[1],[0],[0],[1.30485993199909],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
90,0,90,[0.12],[-0.13666666666666666],[1],[0],[0],[1.9822467539997888],['target'],90,0,90,0,161.7555409500019,,10,161.74026884900013,161.7555409500019,161.7555409500019,0.02765580699997372,163.72292736500094,[0.12],[-0.13666666666666666],[1],[0],[0],[1.9822467539997888],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
91,0,91,[-0.44],[-0.2633333333333333],[1],[0],[0],[1.5819496660005825],['target'],91,0,91,0,163.74884898899836,,5,163.73751327799982,163.74884898899836,163.74884898899836,0.014408097998966696,165.31990321299963,[-0.44],[-0.2633333333333333],[1],[0],[0],[1.5819496660005825],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
92,0,92,[0.46166666666666667],[-0.07166666666666667],[1],[0],[0],[1.3646704580023652],['target'],92,0,92,0,165.34553409799992,,5,165.33483582500048,165.34553409799992,165.34553409799992,0.014801203000388341,166.69995324000047,[0.46166666666666667],[-0.07166666666666667],[1],[0],[0],[1.3646704580023652],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
93,0,93,[-0.021666666666666667],[0.23333333333333334],[1],[0],[0],[1.1951274459970591],['target'],93,0,93,0,166.72508756200114,,5,166.71486350399937,166.72508756200114,166.72508756200114,0.014761902999453014,167.9103979499996,[-0.021666666666666667],[0.23333333333333334],[1],[0],[0],[1.1951274459970591],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
94,0,94,[0.018333333333333333],[-0.39],[1],[0],[0],[2.004824912000913],['target'],94,0,94,0,167.95421375300066,,10,167.93858616999933,167.95421375300066,167.95421375300066,0.028058973999577574,169.94404709599985,[0.018333333333333333],[-0.39],[1],[0],[0],[2.004824912000913],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
95,0,95,[0.24833333333333332],[0.36333333333333334],[1],[0],[0],[1.5226217370000086],['target'],95,0,95,0,169.987652101001,,10,169.97191571599978,169.987652101001,169.987652101001,0.027701461996912258,171.49511251600052,[0.24833333333333332],[0.36333333333333334],[1],[0],[0],[1.5226217370000086],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
96,0,96,[0.11333333333333333],[-0.3933333333333333],[1],[0],[0],[1.8995829209998192],['target'],96,0,96,0,171.53787283899874,,10,171.522178438001,171.53787283899874,171.53787283899874,0.0268924239971966,173.42218403900188,[0.11333333333333333],[-0.3933333333333333],[1],[0],[0],[1.8995829209998192],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
97,0,97,[-0.15166666666666667],[-0.15333333333333332],[1],[0],[0],[1.3541751689990633],['target'],97,0,97,0,173.46574580599918,,10,173.44987118299832,173.46574580599918,173.46574580599918,0.02750574499805225,174.80442948899872,[-0.15166666666666667],[-0.15333333333333332],[1],[0],[0],[1.3541751689990633],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
98,0,98,[0.07666666666666666],[0.115],[1],[0],[0],[1.1582337450017803],['target'],98,0,98,0,174.84753577599986,,10,174.83254609100186,174.84753577599986,174.84753577599986,0.027951822001341498,175.99121216300045,[0.07666666666666666],[0.115],[1],[0],[0],[1.1582337450017803],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
99,0,99,[-0.15833333333333333],[0.025],[1],[0],[0],[1.0290963999977976],['target'],99,0,99,0,176.03675748300157,,10,176.01988882500154,176.03675748300157,176.03675748300157,0.028496372000518022,177.04995130899988,[-0.15833333333333333],[0.025],[1],[0],[0],[1.0290963999977976],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
100,0,100,[0.4533333333333333],[-0.32],[1],[0],[0],[1.76094396100234],['target'],100,0,100,0,177.09360377900157,,10,177.07749243999933,177.09360377900157,177.09360377900157,0.027166636999027105,178.83883541500109,[0.4533333333333333],[-0.32],[1],[0],[0],[1.76094396100234],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
101,0,101,[0.29833333333333334],[-0.39],[1],[0],[0],[1.6738724269998784],['target'],101,0,101,0,178.8833190160003,,10,178.86791028099833,178.8833190160003,178.8833190160003,0.028881214999273652,180.54232499999853,[0.29833333333333334],[-0.39],[1],[0],[0],[1.6738724269998784],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
102,0,102,[0.25666666666666665],[0.305],[1],[0],[0],[1.3909532129982836],['target'],102,0,102,0,180.56774414399842,,5,180.55671316699954,180.56774414399842,180.56774414399842,0.014229604999854928,181.94812671600084,[0.25666666666666665],[0.305],[1],[0],[0],[1.3909532129982836],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
103,0,103,[-0.22333333333333333],[-0.255],[1],[0],[0],[1.3485749600004056],['target'],103,0,103,0,181.97388353000133,,5,181.9626917630012,181.97388353000133,181.97388353000133,0.014342160000524018,183.31165813199914,[-0.22333333333333333],[-0.255],[1],[0],[0],[1.3485749600004056],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
104,0,104,[0.37666666666666665],[0.05],[1],[0],[0],[1.1932729710024432],['target'],104,0,104,0,183.33688775200062,,5,183.32668489700154,183.33688775200062,183.33688775200062,0.014900341000611661,184.52063727900168,[0.37666666666666665],[0.05],[1],[0],[0],[1.1932729710024432],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
105,0,105,[0.12333333333333334],[0.26],[1],[0],[0],[1.2327309390020673],['target'],105,0,105,0,184.56353084100192,,10,184.5481518509987,184.56353084100192,184.56353084100192,0.027372779997676844,185.78139467100118,[0.12333333333333334],[0.26],[1],[0],[0],[1.2327309390020673],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
106,0,106,[-0.16333333333333333],[-0.4483333333333333],[1],[0],[0],[1.9793694869986211],['target'],106,0,106,0,185.8243472139984,,10,185.809070102001,185.8243472139984,185.8243472139984,0.027487397997902008,187.7888713249995,[-0.16333333333333333],[-0.4483333333333333],[1],[0],[0],[1.9793694869986211],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
107,0,107,[-0.43666666666666665],[-0.2633333333333333],[1],[0],[0],[2.354632443999435],['target'],107,0,107,0,187.84035633800158,,10,187.81993401699947,187.84035633800158,187.84035633800158,0.030893090999597916,190.17493809799998,[-0.43666666666666665],[-0.2633333333333333],[1],[0],[0],[2.354632443999435],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
108,0,108,[0.4166666666666667],[-0.41333333333333333],[1],[0],[0],[2.018144202000258],['target'],108,0,108,0,190.2009139719994,,5,190.18936716299868,190.2009139719994,190.2009139719994,0.014244965997932013,192.20792787000028,[0.4166666666666667],[-0.41333333333333333],[1],[0],[0],[2.018144202000258],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
109,0,109,[-0.27],[-0.3333333333333333],[1],[0],[0],[1.4567213650007034],['target'],109,0,109,0,192.2526312129994,,10,192.2369928670014,192.2526312129994,192.2526312129994,0.028931433000252582,193.6941495309984,[-0.27],[-0.3333333333333333],[1],[0],[0],[1.4567213650007034],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
110,0,110,[0.008333333333333333],[-0.255],[1],[0],[0],[1.3306521509985032],['target'],110,0,110,0,193.72124765699846,,5,193.7098125550001,193.72124765699846,193.72124765699846,0.015482379996683449,195.04085510799996,[0.008333333333333333],[-0.255],[1],[0],[0],[1.3306521509985032],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
111,0,111,[-0.015],[0.18166666666666667],[1],[0],[0],[1.1414187890004541],['target'],111,0,111,0,195.08343344999957,,10,195.068166508001,195.08343344999957,195.08343344999957,0.027189705000637332,196.20999106900126,[-0.015],[0.18166666666666667],[1],[0],[0],[1.1414187890004541],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
112,0,112,[0.4866666666666667],[-0.26],[1],[0],[0],[2.00920332899841],['target'],112,0,112,0,196.252983751001,,10,196.23730781099948,196.252983751001,196.252983751001,0.027160090998222586,198.2471211459997,[0.4866666666666667],[-0.26],[1],[0],[0],[2.00920332899841],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
113,0,113,[0.3333333333333333],[0.34833333333333333],[1],[0],[0],[1.4623284170011175],['target'],113,0,113,0,198.29283008600032,,10,198.2749425969996,198.29283008600032,198.29283008600032,0.027622995999990962,199.7377281299996,[0.3333333333333333],[0.34833333333333333],[1],[0],[0],[1.4623284170011175],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
114,0,114,[-0.42],[-0.043333333333333335],[1],[0],[0],[1.274657872003445],['target'],114,0,114,0,199.76489867000055,,5,199.75330658800158,199.76489867000055,199.76489867000055,0.015422289001435274,201.0284544669994,[-0.42],[-0.043333333333333335],[1],[0],[0],[1.274657872003445],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
115,0,115,[-0.24166666666666667],[0.29333333333333333],[1],[0],[0],[1.1732676639985584],['target'],115,0,115,0,201.07133195799906,,10,201.0558885999999,201.07133195799906,201.07133195799906,0.027312918999086833,202.22959246900064,[-0.24166666666666667],[0.29333333333333333],[1],[0],[0],[1.1732676639985584],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
116,0,116,[0.215],[0.12333333333333334],[1],[0],[0],[1.0985380209967843],['target'],116,0,116,0,202.25613331600107,,5,202.24478207100037,202.25613331600107,202.25613331600107,0.01503115000014077,203.34380959099872,[0.215],[0.12333333333333334],[1],[0],[0],[1.0985380209967843],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
117,0,117,[0.02666666666666667],[0.27],[1],[0],[0],[1.902068359999248],['target'],117,0,117,0,203.38732320399868,,10,203.3716856659994,203.38732320399868,203.38732320399868,0.0277442010010418,205.27418267699977,[0.02666666666666667],[0.27],[1],[0],[0],[1.902068359999248],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
118,0,118,[0.13],[-0.14],[1],[0],[0],[1.146505579999939],['target'],118,0,118,0,205.29970497999966,,5,205.28818951100038,205.29970497999966,205.29970497999966,0.013825185000314377,206.43509395900037,[0.13],[-0.14],[1],[0],[0],[1.146505579999939],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
119,0,119,[0.455],[0.16],[1],[0],[0],[1.9080539240021608],['target'],119,0,119,0,206.4773745450002,,10,206.46217544899991,206.4773745450002,206.4773745450002,0.026962373998685507,208.37066787300137,[0.455],[0.16],[1],[0],[0],[1.9080539240021608],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
120,0,120,[0.205],[0.3233333333333333],[1],[0],[0],[1.0714326320012333],['target'],120,0,120,0,208.395914146,,5,208.38501511399954,208.395914146,208.395914146,0.014189505000103964,209.45684083800006,[0.205],[0.3233333333333333],[1],[0],[0],[1.0714326320012333],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
121,0,121,[0.2833333333333333],[0.43833333333333335],[1],[0],[0],[2.014980367002863],['target'],121,0,121,0,209.48321130299882,,5,209.47158640899943,209.48321130299882,209.48321130299882,0.014569676000974141,211.48695612699885,[0.2833333333333333],[0.43833333333333335],[1],[0],[0],[2.014980367002863],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
122,0,122,[0.2833333333333333],[0.43833333333333335],[1],[0],[0],[0.12995657899955404],[None],122,0,122,0,211.5120994960016,,5,211.50238969999918,211.5120994960016,211.5120994960016,0.015309466998587595,211.63283940600013,[0.2833333333333333],[0.43833333333333335],[1],[0],[0],[0.12995657899955404],[None],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
123,0,123,[0.4],[0.07333333333333333],[1],[0],[0],[1.5150647500013292],[None],123,0,123,0,211.65820976599935,,5,211.64795657300056,211.65820976599935,211.65820976599935,0.014994301000115229,213.16339080200123,[0.4],[0.07333333333333333],[1],[0],[0],[1.5150647500013292],[None],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
124,0,124,[-0.20166666666666666],[-0.31],[1],[0],[0],[1.6078010100027313],['target'],124,0,124,0,213.20642775899978,,10,213.1912933800013,213.20642775899978,213.20642775899978,0.02777631999924779,214.7996244399983,[-0.20166666666666666],[-0.31],[1],[0],[0],[1.6078010100027313],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
125,0,125,[0.18333333333333332],[-0.08833333333333333],[1],[0],[0],[1.213689003001491],['target'],125,0,125,0,214.84148717000062,,10,214.82635980299892,214.84148717000062,214.84148717000062,0.026581638998322887,216.04041735600185,[0.18333333333333332],[-0.08833333333333333],[1],[0],[0],[1.213689003001491],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
126,0,126,[0.32166666666666666],[-0.23333333333333334],[1],[0],[0],[1.3795034460017632],['target'],126,0,126,0,216.06804978999935,,5,216.05587572399963,216.06804978999935,216.06804978999935,0.015286720998119563,217.435915525999,[0.32166666666666666],[-0.23333333333333334],[1],[0],[0],[1.3795034460017632],['target'],775551,001,2024-10-09_18h32.51.122,VISUALSEARCH,2024.2.1,42.04077773836542,2024-10-09 18h33.04.014668 +0530,
