word_study,thisN,thisTrialN,thisRepN,slider.response,slider.rt,word_practice,reference,old_new,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,trials_2.textbox.text,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,trials_2.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
vase,10,10,0,1,1.727804054000444,,,,,,,,,,,,0,10,10,0,,,,,15.66803613600132,,15.647600959000556,15.66803613600132,15.66803613600132,17.398082521001925,1,1.727804054000444,,,,,,,,,,,,,,,690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
keys,11,11,0,1.968888888888889,1.3368248979968484,,,,,,,,,,,,0,11,11,9,,,,,17.425137088001065,,17.404564507000032,17.425137088001065,17.425137088001065,18.763001962001,1.968888888888889,1.3368248979968484,,,,,,,,,,,,,,,690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
book,12,12,0,1,1.7136330930006807,,,,,,,,,,,,0,12,12,2,,,,,18.78923197500262,,18.768055223001284,18.78923197500262,18.78923197500262,20.503062987001613,1,1.7136330930006807,,,,,,,,,,,,,,,690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
cruise,13,13,0,2.982222222222222,1.616629563002789,,,,,,,,,,,,0,13,13,8,,,,,20.527915906001,,20.507965071003127,20.527915906001,20.527915906001,22.145562551002513,2.982222222222222,1.616629563002789,,,,,,,,,,,,,,,690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
phone,14,14,0,1,1.6484240210011194,,,,,,,,,,,,0,14,14,11,,,,,22.171348759002285,,22.151075722002133,22.171348759002285,22.171348759002285,23.82079488400268,1,1.6484240210011194,,,,,,,,,,,,,,,690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
,0,0,0,,,p_o_e,phone,old,phone,[-0.06333333333333334],[-0.3011111111111111],[1],[0],[0],[9.456482043002325],['text_3'],,,,,0,0,0,11,23.864062509001087,,,,,,,,23.836358703003498,23.864062509001087,23.864062509001087,23.864062509001087,0.015556665999611141,33.29386535000231,phone,[-0.06333333333333334],[-0.3011111111111111],[1],[0],[0],[9.456482043002325],['text_3'],690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
,1,1,0,,,_a_e,cake,old,cake,[-0.04111111111111111],[-0.29777777777777775],[1],[0],[0],[5.829339889998664],['text_3'],,,,,0,1,1,7,33.31592790700233,,,,,,,,33.29679323400342,33.31592790700233,33.31592790700233,33.31592790700233,0.002710806998948101,39.127432120003505,cake,[-0.04111111111111111],[-0.29777777777777775],[1],[0],[0],[5.829339889998664],['text_3'],690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
,2,2,0,,,p_s_r_y,pastry,old,pastry,[-0.03],[-0.28888888888888886],[1],[0],[0],[2.6924935780007218],['text_3'],,,,,0,2,2,6,39.152016935000574,,,,,,,,39.13144626600115,39.152016935000574,39.152016935000574,39.152016935000574,0.0038340210012393072,41.82493831400279,pastry,[-0.03],[-0.28888888888888886],[1],[0],[0],[2.6924935780007218],['text_3'],690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
,3,3,0,,,_e_s,keys,old,,[],[],[],[],[],[],[],,,,,0,3,3,9,41.847244786000374,,,,,,,,41.828175935002946,41.847244786000374,41.847244786000374,41.847244786000374,0.0030541420019289944,51.83227997300128,,[],[],[],[],[],[],[],690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
,4,4,0,,,c_a_t,chart,old,chart,[-0.034444444444444444],[-0.29888888888888887],[1],[0],[0],[2.8733573210010945],['text_3'],,,,,0,4,4,14,51.8593492100008,,,,,,,,51.83844099000271,51.8593492100008,51.8593492100008,51.8593492100008,0.013335199000721332,54.712713209002686,chart,[-0.034444444444444444],[-0.29888888888888887],[1],[0],[0],[2.8733573210010945],['text_3'],690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
,5,5,0,,,c_u_s_,cruise,old,cruise,[-0.025555555555555557],[-0.29555555555555557],[1],[0],[0],[3.3204704740019224],['text_3'],,,,,0,5,5,8,54.73594202600361,,,,,,,,54.71676272900004,54.73594202600361,54.73594202600361,54.73594202600361,0.0038745140009268653,58.038787157001934,cruise,[-0.025555555555555557],[-0.29555555555555557],[1],[0],[0],[3.3204704740019224],['text_3'],690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
,6,6,0,,,_o_t_r,poster,old,poster,[0.0],[-0.3011111111111111],[1],[0],[0],[3.1870929790020455],['text_3'],,,,,0,6,6,10,58.0642709240019,,,,,,,,58.04314375600006,58.0642709240019,58.0642709240019,58.0642709240019,0.004128950000449549,61.231426066002314,poster,[0.0],[-0.3011111111111111],[1],[0],[0],[3.1870929790020455],['text_3'],690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
,7,7,0,,,_s_i_t,tshirt,new,tshirt,[0.005555555555555556],[-0.29777777777777775],[1],[0],[0],[4.858642631999828],['text_3'],,,,,0,7,7,18,61.257182349003415,,,,,,,,61.23625664100109,61.257182349003415,61.257182349003415,61.257182349003415,0.004622243999619968,66.09657697900184,tshirt,[0.005555555555555556],[-0.29777777777777775],[1],[0],[0],[4.858642631999828],['text_3'],690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
,8,8,0,,,t_g_r,tiger,old,tiger,[0.0022222222222222222],[-0.30777777777777776],[1],[0],[0],[2.3258722339996893],['text_3'],,,,,0,8,8,1,66.12234907200036,,,,,,,,66.10122860100091,66.12234907200036,66.12234907200036,66.12234907200036,0.004434984999534208,68.42810894200011,tiger,[0.0022222222222222222],[-0.30777777777777776],[1],[0],[0],[2.3258722339996893],['text_3'],690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
,9,9,0,,,m_u_e,mouse,old,mouse,[0.012222222222222223],[-0.3011111111111111],[1],[0],[0],[3.9021406920001027],['text_3'],,,,,0,9,9,5,68.45237753400215,,,,,,,,68.43206070000087,68.45237753400215,68.45237753400215,68.45237753400215,0.0037846390005142894,72.33516652000253,mouse,[0.012222222222222223],[-0.3011111111111111],[1],[0],[0],[3.9021406920001027],['text_3'],690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
,10,10,0,,,b_o_,book,old,book,[0.006666666666666667],[-0.29888888888888887],[1],[0],[0],[3.1287022579999757],['text_3'],,,,,0,10,10,2,72.35825978600042,,,,,,,,72.3387432940035,72.35825978600042,72.35825978600042,72.35825978600042,0.003403052000066964,75.46876600900214,book,[0.006666666666666667],[-0.29888888888888887],[1],[0],[0],[3.1287022579999757],['text_3'],690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
,11,11,0,,,_u_h_o_,cushion,old,cushion,[-0.02],[-0.3],[1],[0],[0],[3.5686214480010676],['text_3'],,,,,0,11,11,3,75.49444604600285,,,,,,,,75.47309348100316,75.49444604600285,75.49444604600285,75.49444604600285,0.004119257999263937,79.04253664700082,cushion,[-0.02],[-0.3],[1],[0],[0],[3.5686214480010676],['text_3'],690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
,12,12,0,,,m_a_b_e,marble,old,marble,[-0.0077777777777777776],[-0.2966666666666667],[1],[0],[0],[7.9117697549991135],['text_3'],,,,,0,12,12,12,79.06355376900319,,,,,,,,79.04497113400066,79.06355376900319,79.06355376900319,79.06355376900319,0.0023229679973155726,86.9581103720011,marble,[-0.0077777777777777776],[-0.2966666666666667],[1],[0],[0],[7.9117697549991135],['text_3'],690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
,13,13,0,,,_i_n_,piano ,old,,[],[],[],[],[],[],[],,,,,0,13,13,4,86.98321640400172,,,,,,,,86.96271079400321,86.98321640400172,86.98321640400172,86.98321640400172,0.004384184998343699,96.97460840500207,,[],[],[],[],[],[],[],690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
,14,14,0,,,b_t_l_,bottle,new,bottle,[0.027777777777777776],[-0.30333333333333334],[1],[0],[0],[3.012483187001635],['text_3'],,,,,0,14,14,15,97.00089060100072,,,,,,,,96.97944731000098,97.00089060100072,97.00089060100072,97.00089060100072,0.021115932999236975,99.99303426100232,bottle,[0.027777777777777776],[-0.30333333333333334],[1],[0],[0],[3.012483187001635],['text_3'],690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
,15,15,0,,,c_s_,case,new,case,[0.02],[-0.3022222222222222],[1],[0],[0],[6.896408120999695],['text_3'],,,,,0,15,15,19,100.01435746100105,,,,,,,,99.99590018800154,100.01435746100105,100.01435746100105,100.01435746100105,0.0027328769974701572,106.89398534200154,case,[0.02],[-0.3022222222222222],[1],[0],[0],[6.896408120999695],['text_3'],690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
,16,16,0,,,_a_t_p,laptop,new,laptop,[0.02],[-0.3022222222222222],[1],[0],[0],[2.7434910539996054],['text_3'],,,,,0,16,16,17,106.91872564400182,,,,,,,,106.89847557400208,106.91872564400182,106.91872564400182,106.91872564400182,0.0042723160004243255,109.64288709900211,laptop,[0.02],[-0.3022222222222222],[1],[0],[0],[2.7434910539996054],['text_3'],690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
,17,17,0,,,_e_c_l,pencil,new,pencil,[0.013333333333333334],[-0.31],[1],[0],[0],[2.9739316800005327],['text_3'],,,,,0,17,17,16,109.66411108100147,,,,,,,,109.64571377000175,109.66411108100147,109.66411108100147,109.66411108100147,0.0026799029983521905,112.62110079800186,pencil,[0.013333333333333334],[-0.31],[1],[0],[0],[2.9739316800005327],['text_3'],690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
,18,18,0,,,v_s_,vase,old,vase,[0.04],[-0.31],[1],[0],[0],[2.4802937259992177],['text_3'],,,,,0,18,18,0,112.64592311700108,,,,,,,,112.62550688000192,112.64592311700108,112.64592311700108,112.64592311700108,0.004169308002019534,115.1073414220009,vase,[0.04],[-0.31],[1],[0],[0],[2.4802937259992177],['text_3'],690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
,19,19,0,,,p_l_c_,police,old,police,[0.042222222222222223],[-0.3188888888888889],[1],[0],[0],[2.429233328999544],['text_3'],,,,,0,19,19,13,115.1347108230002,,,,,,,,115.11257370400199,115.1347108230002,115.1347108230002,115.1347108230002,0.0049001980005414225,117.5428186920035,police,[0.042222222222222223],[-0.3188888888888889],[1],[0],[0],[2.429233328999544],['text_3'],690518,001,2024-10-28_19h25.34.575,WordPriming Experiment,2024.2.1,59.06319814199248,2024-10-28 19h25.43.174388 +0530,
