reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
27,50,21,21,0,3,l,1.4377553679951234,None,3,0,21,2,69.67596365499776,,69.66473292499722,69.67596365499776,70.65221482499328,70.65221482499328,70.67091984998842,72.09707733499818,l,1.4377553679951234,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
49,60,89,22,1,3,t,2.1092121100082295,None,3,1,22,4,72.11266147799324,,72.1017390259949,72.11266147799324,73.09588223099126,73.09588223099126,73.10414332499204,75.23179100400012,t,2.1092121100082295,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
11,30,7,23,2,3,l,2.3251478189922636,None,3,2,23,0,75.25026183799491,,75.23859672599065,75.25026183799491,76.22889006699552,76.22889006699552,76.24774056198657,78.56373113699374,l,2.3251478189922636,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
78,80,162,24,3,3,t,2.7049754110048525,None,3,3,24,6,78.57878480298677,,78.56838985398645,78.57878480298677,79.56176240700006,79.56176240700006,79.5698517379933,82.2800854449888,t,2.7049754110048525,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
67,75,119,25,4,3,l,5.112032606994035,None,3,4,25,5,82.29403711798659,,82.28400843498821,82.29403711798659,83.27796811799635,83.27796811799635,83.2854222219903,88.3980586349935,l,5.112032606994035,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
15,35,13,26,5,3,l,2.149988420002046,None,3,5,26,1,88.41588653199142,,88.40380694899068,88.41588653199142,89.39456176800013,89.39456176800013,89.41120776999742,91.54853925199131,l,2.149988420002046,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
40,55,62,27,6,3,t,1.4235086460103048,None,3,6,27,3,91.56482019199757,,91.55318359998637,91.56482019199757,92.54461121599888,92.54461121599888,92.56364960999053,93.98107443099434,t,1.4235086460103048,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
11,30,7,28,0,4,l,1.040536799991969,None,4,0,28,0,93.99618901198846,,93.9855778489873,93.99618901198846,94.976894729989,94.976894729989,94.99400287699245,96.02994619599485,l,1.040536799991969,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
15,35,13,29,1,4,l,2.5912856529903365,None,4,1,29,1,96.0479295719997,,96.03522211399104,96.0479295719997,97.02818877399841,97.02818877399841,97.0457730509952,99.62306118899141,l,2.5912856529903365,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
78,80,162,30,2,4,t,1.9417322579975007,None,4,2,30,6,99.63943451098748,,99.62910189598915,99.63943451098748,100.61876980798843,100.61876980798843,100.6367963449884,102.56435126399447,t,1.9417322579975007,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
49,60,89,31,3,4,t,1.1017681369994534,None,4,3,31,4,102.58121691599081,,102.57006620999891,102.58121691599081,103.56213402299909,103.56213402299909,103.58142592399963,104.6818358629971,t,1.1017681369994534,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
67,75,119,32,4,4,l,1.708909135995782,None,4,4,32,5,104.69946390298719,,104.68675186399196,104.69946390298719,105.6786396959942,105.6786396959942,105.69662230598624,107.39690813299967,l,1.708909135995782,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
27,50,21,33,5,4,l,1.5732779889949597,None,4,5,33,2,107.41083994899236,,107.40100830799202,107.41083994899236,108.39382377998845,108.39382377998845,108.40194349399826,109.97335414598638,l,1.5732779889949597,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
40,55,62,34,6,4,l,1.8006182959943544,None,4,6,34,3,109.98944230598863,,109.97858976898715,109.98944230598863,110.9691014479904,110.9691014479904,110.99466856999788,112.77327983599389,l,1.8006182959943544,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
11,30,7,35,0,5,l,0.936187383995275,None,5,0,35,0,112.79021712999383,,112.7789734830003,112.79021712999383,113.76880173599056,113.76880173599056,113.7944834689988,114.71450319299765,l,0.936187383995275,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
78,80,162,36,1,5,t,1.0828377880097833,None,5,1,36,6,114.73061355800019,,114.7191482950002,114.73061355800019,115.71127498299757,115.71127498299757,115.72909850599535,116.79822526099451,t,1.0828377880097833,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
15,35,13,37,2,5,l,0.923337393993279,None,5,2,37,1,116.81573160899279,,116.80370141098683,116.81573160899279,117.79427868299535,117.79427868299535,117.81124307400023,118.72136908999528,l,0.923337393993279,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
67,75,119,38,3,5,t,2.6363911399967037,None,5,3,38,5,118.73542117599573,,118.72524220698688,118.73542117599573,119.71840855199844,119.71840855199844,119.74418657898786,122.36330277399975,t,2.6363911399967037,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
40,55,62,39,4,5,l,1.3484719889966073,None,5,4,39,3,122.37848516298982,,122.3679321899981,122.37848516298982,123.36196795798605,123.36196795798605,123.36958834899997,124.71419509599218,l,1.3484719889966073,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
49,60,89,40,5,5,t,1.5055202310031746,None,5,5,40,4,124.73067997899489,,124.71898794999288,124.73067997899489,125.71084900099959,125.71084900099959,125.73040642699925,127.22076084099535,t,1.5055202310031746,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
27,50,21,41,6,5,l,3.3153969310078537,None,5,6,41,2,127.23438341599831,,127.22540874699189,127.23438341599831,128.21841855399543,128.21841855399543,128.2287133929931,131.5388375219918,l,3.3153969310078537,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
15,35,13,42,0,6,l,6.275258853987907,None,6,0,42,1,131.55358567499206,,131.5441366879968,131.55358567499206,132.53508523499477,132.53508523499477,132.55222969698661,138.81444192699564,l,6.275258853987907,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
67,75,119,43,1,6,t,1.348397888999898,None,6,1,43,5,138.8314900349942,,138.81967300099495,138.8314900349942,139.81056971699581,139.81056971699581,139.8436237029964,141.16334532600013,t,1.348397888999898,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
40,55,62,44,2,6,l,7.2235639249993255,None,6,2,44,3,141.18069427598675,,141.168254461998,141.18069427598675,142.16062181598681,142.16062181598681,142.1768996549945,149.38784250000026,l,7.2235639249993255,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
27,50,21,45,3,6,l,1.4529850499966415,None,6,3,45,2,149.4035755549994,,149.3936370129959,149.4035755549994,150.38475263999135,150.38475263999135,150.42783452599542,151.84743763798906,l,1.4529850499966415,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
11,30,7,46,4,6,l,0.9192522390076192,None,6,4,46,0,151.86386297398712,,151.85215997499472,151.86386297398712,152.84379125399573,152.84379125399573,152.8615827029862,153.7721589369903,l,0.9192522390076192,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
78,80,162,47,5,6,t,0.9510492109984625,None,6,5,47,6,153.78698286898725,,153.7775155149866,153.78698286898725,154.7678517819877,154.7678517819877,154.81141540298995,155.72194064999348,t,0.9510492109984625,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
49,60,89,48,6,6,t,3.9948841589939548,None,6,6,48,4,155.73969165000017,,155.72788122599013,155.73969165000017,156.72896828899684,156.72896828899684,156.744084852995,160.72945930899004,t,3.9948841589939548,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
49,60,89,49,0,7,t,2.215815275994828,None,7,0,49,4,160.74339458199393,,160.7297202829941,160.74339458199393,161.72711469099158,161.72711469099158,161.73476387899427,163.94695910598966,t,2.215815275994828,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
67,75,119,50,1,7,l,1.8851390199997695,None,7,1,50,5,163.9637131849886,,163.9516734869976,163.9637131849886,164.94342605798738,164.94342605798738,164.96081594898715,166.83054209798865,l,1.8851390199997695,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
40,55,62,51,2,7,l,42.04850659800286,None,7,2,51,3,166.84367160899274,,166.83389391298988,166.84367160899274,167.82719724999333,167.82719724999333,167.8356180129922,209.8780631649861,l,42.04850659800286,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
11,30,7,52,3,7,l,5.343414389004465,None,7,3,52,0,209.8928548219992,,209.88244455799577,209.8928548219992,210.87625700999342,210.87625700999342,210.8840474239987,216.22927216599055,l,5.343414389004465,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
78,80,162,53,4,7,t,7.298245990998112,None,7,4,53,6,216.2437421020004,,216.233572275989,216.2437421020004,217.22607164399233,217.22607164399233,217.24363542998617,224.5279816609982,t,7.298245990998112,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
27,50,21,54,5,7,l,1.4449026309885085,None,7,5,54,2,224.54123571299715,,224.53151960700052,224.54123571299715,225.51822278699547,225.51822278699547,225.5438525819918,226.9776151489932,l,1.4449026309885085,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
15,35,13,55,6,7,l,1.6346829920075834,None,7,6,55,1,227.00892355499673,,226.98245859899907,227.00892355499673,227.97578680499282,227.97578680499282,227.9989412529976,229.62781677299063,l,1.6346829920075834,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
49,60,89,56,0,8,t,1.588952803009306,None,8,0,56,4,229.6457690049865,,229.63323637199937,229.6457690049865,230.62585754499014,230.62585754499014,230.642390574998,232.21957992899115,t,1.588952803009306,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
27,50,21,57,1,8,l,1.6579243739979574,None,8,1,57,2,232.2341214199987,,232.22479170598672,232.2341214199987,233.21708628699707,233.21708628699707,233.2265726629994,234.87889824000013,l,1.6579243739979574,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
78,80,162,58,2,8,t,1.2583884169871453,None,8,2,58,6,234.89375356098753,,234.88369084299484,234.89375356098753,235.87572186099715,235.87572186099715,235.89536133999354,237.14582138799597,t,1.2583884169871453,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
15,35,13,59,3,8,l,0.9000981590070296,None,8,3,59,1,237.161896761987,,237.15049912598624,237.161896761987,238.14231629399,238.14231629399,238.1589547709882,239.0621441659896,l,0.9000981590070296,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
11,30,7,60,4,8,l,1.0493542500043986,None,8,4,60,0,239.07931280198682,,239.06756934798614,239.07931280198682,240.05972715899406,240.05972715899406,240.09252026600007,241.11263393099944,l,1.0493542500043986,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
67,75,119,61,5,8,t,1.8001480389939388,None,8,5,61,5,241.1291948739963,,241.1172616219992,241.1291948739963,242.1254608129966,242.1254608129966,242.14304977899883,243.92921921199013,t,1.8001480389939388,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
40,55,62,62,6,8,t,7.341885290996288,None,8,6,62,3,243.94617383398872,,243.93442567599413,243.94617383398872,244.92791952799598,244.92791952799598,244.94997148298717,252.2787331839936,t,7.341885290996288,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
40,55,62,63,0,9,t,3.011069756001234,None,9,0,63,3,252.28907399099262,,252.27900178499112,252.28907399099262,253.27565046898962,253.27565046898962,253.28415265098738,256.2915287789947,t,3.011069756001234,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
27,50,21,64,1,9,l,12.498261773012928,None,9,1,64,2,256.30790662099025,,256.29641390100005,256.30790662099025,257.2832167960005,257.2832167960005,257.30108835498686,269.79413465799007,l,12.498261773012928,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
67,75,119,65,2,9,t,31.294851519007352,None,9,2,65,5,269.81010477298696,,269.7991712649964,269.81010477298696,270.7926163709926,270.7926163709926,270.8006563789968,302.10000985799707,t,31.294851519007352,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
78,80,162,66,3,9,t,2.581528809008887,None,9,3,66,6,302.1210366049927,,302.10582231999433,302.1210366049927,303.0993502969941,303.0993502969941,303.124074508989,305.69554844299273,t,2.581528809008887,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
15,35,13,67,4,9,l,1.0524885619961424,None,9,4,67,1,305.7117425100005,,305.70076687599067,305.7117425100005,306.6923792279995,306.6923792279995,306.7117167989927,307.75230163800006,l,1.0524885619961424,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
11,30,7,68,5,9,l,1.2789709620119538,None,9,5,68,0,307.76760667299095,,307.7573288209969,307.76760667299095,308.75558406799973,308.75558406799973,308.7794863249874,310.0437955719972,l,1.2789709620119538,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
49,60,89,69,6,9,t,1.6844567070074845,None,9,6,69,4,310.05832267799997,,310.0479491449951,310.05832267799997,311.0434392999887,311.0434392999887,311.060814403987,312.73611145999166,t,1.6844567070074845,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
49,60,89,70,0,10,l,2.235250088997418,None,10,0,70,4,312.74681002598663,,312.7363751369994,312.74681002598663,313.73352448799415,313.73352448799415,313.743910330988,315.97740481299115,l,2.235250088997418,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
11,30,7,71,1,10,l,0.8189828009926714,None,10,1,71,0,315.99423267599195,,315.98312710999744,315.99423267599195,316.97514943899296,316.97514943899296,317.00838473999465,317.80435254599433,l,0.8189828009926714,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
27,50,21,72,2,10,t,1.4070721069874708,None,10,2,72,2,317.82123533199774,,317.80956538798637,317.82123533199774,318.79884213898913,318.79884213898913,318.816792824,320.21375754399924,t,1.4070721069874708,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
67,75,119,73,3,10,t,1.4107058939989656,None,10,3,73,5,320.2288007669995,,320.21802663798735,320.2288007669995,321.2078113979951,321.2078113979951,321.2273097099969,322.62819167498674,t,1.4107058939989656,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
15,35,13,74,4,10,l,0.7018726450041868,None,10,4,74,1,322.64363624599355,,322.6321862929908,322.64363624599355,323.6258420479862,323.6258420479862,323.64413815499574,324.33511168698897,l,0.7018726450041868,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
78,80,162,75,5,10,t,1.63600935600698,None,10,5,75,6,324.3509037789918,,324.34005925498786,324.3509037789918,325.3323947489989,325.3323947489989,325.37496946699684,326.97660363499017,t,1.63600935600698,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
40,55,62,76,6,10,t,1.287559175005299,None,10,6,76,3,326.99035487198853,,326.97996936198615,326.99035487198853,327.9743951749988,327.9743951749988,327.98214403999737,329.26777037300053,t,1.287559175005299,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
27,50,21,77,0,11,l,0.9171969320013886,None,11,0,77,2,329.2814366859966,,329.2722432409937,329.2814366859966,330.2647373939981,330.2647373939981,330.2744037669909,331.1948082789895,l,0.9171969320013886,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
15,35,13,78,1,11,l,0.8098011520050932,None,11,1,78,1,331.21189278199745,,331.1993945569993,331.21189278199745,332.20811792799213,332.20811792799213,332.22543757999665,333.0275607539952,l,0.8098011520050932,None,216036,001,2024-11-16_12h54.19.427,DelayDiscountingExperiment,2024.2.1,80.52199640290294,2024-11-16 12h54.33.110585 +0530,
