thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
65,0,65,[-0.04],[0.4533333333333333],[1],[0],[0],[1.4279454839997925],['target'],65,0,65,0,100.6597154930023,,5,100.6505390759994,100.6597154930023,100.6597154930023,0.01518690000011702,102.07938174599985,[-0.04],[0.4533333333333333],[1],[0],[0],[1.4279454839997925],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
66,0,66,[-0.4216666666666667],[-0.4066666666666667],[1],[0],[0],[2.2081068039988168],['target'],66,0,66,0,102.12057026000184,,10,102.10682991900103,102.12057026000184,102.12057026000184,0.027261913997790543,104.31552156399994,[-0.4216666666666667],[-0.4066666666666667],[1],[0],[0],[2.2081068039988168],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
67,0,67,[0.023333333333333334],[0.29833333333333334],[1],[0],[0],[1.1174782300004154],['target'],67,0,67,0,104.34191613400253,,5,104.33266478099904,104.34191613400253,104.34191613400253,0.01689914999951725,105.45063765799932,[0.023333333333333334],[0.29833333333333334],[1],[0],[0],[1.1174782300004154],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
68,0,68,[0.32666666666666666],[0.22833333333333333],[1],[0],[0],[0.9438796319991525],['target'],68,0,68,0,105.49292584100112,,10,105.4787710970013,105.49292584100112,105.49292584100112,0.028040934997989098,106.42309335000027,[0.32666666666666666],[0.22833333333333333],[1],[0],[0],[0.9438796319991525],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
69,0,69,[-0.26166666666666666],[0.46],[1],[0],[0],[1.3109341249983117],['target'],69,0,69,0,106.44844796100006,,5,106.43811617100073,106.44844796100006,106.44844796100006,0.014866912002617028,107.74953412000104,[-0.26166666666666666],[0.46],[1],[0],[0],[1.3109341249983117],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
70,0,70,[-0.31833333333333336],[-0.02],[1],[0],[0],[1.3575110330020834],['target'],70,0,70,0,107.77498612300042,,5,107.76449300700187,107.77498612300042,107.77498612300042,0.014831964999757474,109.12240207899958,[-0.31833333333333336],[-0.02],[1],[0],[0],[1.3575110330020834],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
71,0,71,[0.20833333333333334],[0.4683333333333333],[1],[0],[0],[1.354422866999812],['target'],71,0,71,0,109.16527893500097,,10,109.15130979300011,109.16527893500097,109.16527893500097,0.02878444199814112,110.50624878899907,[0.20833333333333334],[0.4683333333333333],[1],[0],[0],[1.354422866999812],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
72,0,72,[0.14],[-0.3616666666666667],[1],[0],[0],[1.7200179010033025],['target'],72,0,72,0,110.53073872499954,,5,110.52091506900251,110.53073872499954,110.53073872499954,0.014465057000052184,112.2413030989992,[0.14],[-0.3616666666666667],[1],[0],[0],[1.7200179010033025],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
73,0,73,[-0.008333333333333333],[0.43],[1],[0],[0],[1.8748044109997863],['target'],73,0,73,0,112.28333643899896,,10,112.27002769500177,112.28333643899896,112.28333643899896,0.02858702600133256,114.14536206400226,[-0.008333333333333333],[0.43],[1],[0],[0],[1.8748044109997863],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
74,0,74,[-0.023333333333333334],[-0.15333333333333332],[1],[0],[0],[1.1859358439978678],['target'],74,0,74,0,114.16965935700136,,5,114.16052315300112,114.16965935700136,114.16965935700136,0.015008039998065215,115.34698574399954,[-0.023333333333333334],[-0.15333333333333332],[1],[0],[0],[1.1859358439978678],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
75,0,75,[-0.30333333333333334],[-0.3566666666666667],[1],[0],[0],[2.6579502599997795],['target'],75,0,75,0,115.38978347800003,,10,115.3755609280015,115.38978347800003,115.38978347800003,0.0284259359978023,118.03388280999934,[-0.30333333333333334],[-0.3566666666666667],[1],[0],[0],[2.6579502599997795],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
76,0,76,[-0.4216666666666667],[-0.3333333333333333],[1],[0],[0],[1.2817574670007161],['target'],76,0,76,0,118.05961148700226,,5,118.0492257320002,118.05961148700226,118.05961148700226,0.015192508999462007,119.33153303500148,[-0.4216666666666667],[-0.3333333333333333],[1],[0],[0],[1.2817574670007161],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
77,0,77,[0.085],[0.275],[1],[0],[0],[1.3660669470009452],['target'],77,0,77,0,119.35545568300222,,5,119.346476480001,119.35545568300222,119.35545568300222,0.014815566999459406,120.7129252650011,[0.085],[0.275],[1],[0],[0],[1.3660669470009452],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
78,0,78,[0.275],[0.27166666666666667],[1],[0],[0],[1.0117297430006147],['target'],78,0,78,0,120.75543850599934,,10,120.74066344200037,120.75543850599934,120.75543850599934,0.02761945499878493,121.75293574100215,[0.275],[0.27166666666666667],[1],[0],[0],[1.0117297430006147],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
79,0,79,[-0.435],[-0.4533333333333333],[1],[0],[0],[2.293764068999735],['target'],79,0,79,0,121.77802004200203,,5,121.76776291400165,121.77802004200203,121.77802004200203,0.014573255000868812,124.06207250200168,[-0.435],[-0.4533333333333333],[1],[0],[0],[2.293764068999735],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
80,0,80,[0.27166666666666667],[-0.25166666666666665],[1],[0],[0],[1.270513765000942],['target'],80,0,80,0,124.08692500699908,,5,124.07678269399912,124.08692500699908,124.08692500699908,0.014584494001610437,125.34772237799916,[0.27166666666666667],[-0.25166666666666665],[1],[0],[0],[1.270513765000942],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
81,0,81,[-0.36333333333333334],[0.25166666666666665],[1],[0],[0],[1.4629898460007098],['target'],81,0,81,0,125.37114619100248,,5,125.36186904699935,125.37114619100248,125.37114619100248,0.014021381000929978,126.82524966100027,[-0.36333333333333334],[0.25166666666666665],[1],[0],[0],[1.4629898460007098],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
82,0,82,[0.0],[0.32666666666666666],[1],[0],[0],[1.0335663519981608],['target'],82,0,82,0,126.86531664400172,,10,126.85108506699908,126.86531664400172,126.86531664400172,0.025693814000987913,127.8851290010025,[0.0],[0.32666666666666666],[1],[0],[0],[1.0335663519981608],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
83,0,83,[-0.17333333333333334],[-0.22333333333333333],[1],[0],[0],[1.2449875689999317],['target'],83,0,83,0,127.90993284400247,,5,127.89962949400069,127.90993284400247,127.90993284400247,0.014324010997370351,129.14502628400078,[-0.17333333333333334],[-0.22333333333333333],[1],[0],[0],[1.2449875689999317],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
84,0,84,[0.16333333333333333],[-0.2816666666666667],[1],[0],[0],[0.9501116289975471],['target'],84,0,84,0,129.18547071400099,,10,129.17126812800052,129.18547071400099,129.18547071400099,0.026120446000277298,130.12182671700066,[0.16333333333333333],[-0.2816666666666667],[1],[0],[0],[0.9501116289975471],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
85,0,85,[0.19],[0.39666666666666667],[1],[0],[0],[1.2538491399973282],['target'],85,0,85,0,130.14630832900002,,5,130.13599707600224,130.14630832900002,130.14630832900002,0.014000658000441035,131.39024047400017,[0.19],[0.39666666666666667],[1],[0],[0],[1.2538491399973282],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
86,0,86,[-0.36333333333333334],[-0.21833333333333332],[1],[0],[0],[1.5087742189971323],['target'],86,0,86,0,131.4151031399997,,5,131.40514551500019,131.4151031399997,131.4151031399997,0.014752921000763308,132.9143715329992,[-0.36333333333333334],[-0.21833333333333332],[1],[0],[0],[1.5087742189971323],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
87,0,87,[-0.07333333333333333],[0.04],[1],[0],[0],[2.6042604070025845],['target'],87,0,87,0,132.95497318200069,,10,132.94039448200056,132.95497318200069,132.95497318200069,0.025887643998430576,135.5450727560019,[-0.07333333333333333],[0.04],[1],[0],[0],[2.6042604070025845],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
88,0,88,[-0.44333333333333336],[-0.26666666666666666],[1],[0],[0],[1.9445059029967524],['target'],88,0,88,0,135.58680577799896,,10,135.57219011599955,135.58680577799896,135.58680577799896,0.02688728100110893,137.5173559370014,[-0.44333333333333336],[-0.26666666666666666],[1],[0],[0],[1.9445059029967524],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
89,0,89,[-0.13333333333333333],[0.08166666666666667],[1],[0],[0],[1.2216424649996043],['target'],89,0,89,0,137.54050941999958,,5,137.5311775830014,137.54050941999958,137.54050941999958,0.01361541599908378,138.75322170900108,[-0.13333333333333333],[0.08166666666666667],[1],[0],[0],[1.2216424649996043],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
90,0,90,[0.06666666666666667],[0.365],[1],[0],[0],[0.9176674719965376],['target'],90,0,90,0,138.77693428000202,,5,138.7676760510003,138.77693428000202,138.77693428000202,0.014311926999653224,139.68583257200225,[0.06666666666666667],[0.365],[1],[0],[0],[0.9176674719965376],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
91,0,91,[-0.12],[0.17333333333333334],[1],[0],[0],[1.2793547890032642],['target'],91,0,91,0,139.72775703099978,,10,139.71395960399968,139.72775703099978,139.72775703099978,0.027975772001809673,140.9937908230022,[-0.12],[0.17333333333333334],[1],[0],[0],[1.2793547890032642],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
92,0,92,[-0.31166666666666665],[-0.36666666666666664],[1],[0],[0],[1.6266579719995207],['target'],92,0,92,0,141.0360101139995,,10,141.0220908880001,141.0360101139995,141.0360101139995,0.02814294200288714,142.64916162400186,[-0.31166666666666665],[-0.36666666666666664],[1],[0],[0],[1.6266579719995207],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
93,0,93,[0.155],[-0.23166666666666666],[1],[0],[0],[2.654299716999958],['target'],93,0,93,0,142.69107140100095,,10,142.67665035200116,142.69107140100095,142.69107140100095,0.027329760003340198,145.33145507299923,[0.155],[-0.23166666666666666],[1],[0],[0],[2.654299716999958],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
94,0,94,[0.25166666666666665],[0.14166666666666666],[1],[0],[0],[1.175293453001359],['target'],94,0,94,0,145.35574103100225,,5,145.34579245200075,145.35574103100225,145.35574103100225,0.014174603998981183,146.52152780799952,[0.25166666666666665],[0.14166666666666666],[1],[0],[0],[1.175293453001359],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
95,0,95,[-0.485],[-0.051666666666666666],[1],[0],[0],[1.6682033600009163],['target'],95,0,95,0,146.54559056500148,,5,146.53570078399935,146.54559056500148,146.54559056500148,0.014049396999325836,148.2043267270019,[-0.485],[-0.051666666666666666],[1],[0],[0],[1.6682033600009163],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
96,0,96,[0.27],[0.45],[1],[0],[0],[2.9000082359998487],['target'],96,0,96,0,148.2453259239992,,10,148.2319643640003,148.2453259239992,148.2453259239992,0.027514895002241246,151.13250621100087,[0.27],[0.45],[1],[0],[0],[2.9000082359998487],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
97,0,97,[-0.17],[0.465],[1],[0],[0],[2.3623998109978857],['target'],97,0,97,0,151.15705641500244,,5,151.14670222600034,151.15705641500244,151.15705641500244,0.0140281669991964,153.509856339002,[-0.17],[0.465],[1],[0],[0],[2.3623998109978857],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
98,0,98,[0.23333333333333334],[-0.2633333333333333],[1],[0],[0],[1.6176253870034998],['target'],98,0,98,0,153.53435978900234,,5,153.52398909100157,153.53435978900234,153.53435978900234,0.013964898000267567,155.14215255900126,[0.23333333333333334],[-0.2633333333333333],[1],[0],[0],[1.6176253870034998],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
99,0,99,[-0.44666666666666666],[-0.2966666666666667],[1],[0],[0],[1.6000768509984482],['target'],99,0,99,0,155.18271668300076,,10,155.16866764400038,155.18271668300076,155.18271668300076,0.026388219997897977,156.7692000749994,[-0.44666666666666666],[-0.2966666666666667],[1],[0],[0],[1.6000768509984482],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
100,0,100,[-0.02666666666666667],[-0.38166666666666665],[1],[0],[0],[1.3690802860000986],['target'],100,0,100,0,156.79276483899957,,5,156.7831483100017,156.79276483899957,156.79276483899957,0.013797603998682462,158.1526806050024,[-0.02666666666666667],[-0.38166666666666665],[1],[0],[0],[1.3690802860000986],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
101,0,101,[0.19833333333333333],[-0.006666666666666667],[1],[0],[0],[1.0596946320001734],['target'],101,0,101,0,158.19317153900192,,10,158.17985291600053,158.19317153900192,158.19317153900192,0.027036749001126736,159.2401058989999,[0.19833333333333333],[-0.006666666666666667],[1],[0],[0],[1.0596946320001734],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
102,0,102,[-0.051666666666666666],[0.4533333333333333],[1],[0],[0],[1.4795339750016865],['target'],102,0,102,0,159.26508076699974,,5,159.2553791600003,159.26508076699974,159.26508076699974,0.015116396996745607,160.73532964200058,[-0.051666666666666666],[0.4533333333333333],[1],[0],[0],[1.4795339750016865],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
103,0,103,[-0.31],[0.45166666666666666],[1],[0],[0],[1.7416272460031905],['target'],103,0,103,0,160.77758935300153,,10,160.7629267609991,160.77758935300153,160.77758935300153,0.02750848900177516,162.50490810400152,[-0.31],[0.45166666666666666],[1],[0],[0],[1.7416272460031905],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
104,0,104,[0.255],[0.445],[1],[0],[0],[1.7036521189984342],['target'],104,0,104,0,162.5287867299994,,5,162.51973124299911,162.5287867299994,162.5287867299994,0.014661220000562025,164.2239890000019,[0.255],[0.445],[1],[0],[0],[1.7036521189984342],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
105,0,105,[-0.16],[-0.18],[1],[0],[0],[1.7642115269991336],['target'],105,0,105,0,164.26531960799912,,10,164.25090458699924,164.26531960799912,164.26531960799912,0.026762636000057682,166.01582751200112,[-0.16],[-0.18],[1],[0],[0],[1.7642115269991336],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
106,0,106,[-0.33166666666666667],[-0.08333333333333333],[1],[0],[0],[1.3949341610023112],['target'],106,0,106,0,166.0577750550001,,10,166.04283884600227,166.0577750550001,166.0577750550001,0.026819042999704834,167.43849129299997,[-0.33166666666666667],[-0.08333333333333333],[1],[0],[0],[1.3949341610023112],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
107,0,107,[0.008333333333333333],[0.16833333333333333],[1],[0],[0],[1.299360858],['target'],107,0,107,0,167.46332509900094,,5,167.4525875770014,167.46332509900094,167.46332509900094,0.013931063000200083,168.75252233900028,[0.008333333333333333],[0.16833333333333333],[1],[0],[0],[1.299360858],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
108,0,108,[-0.2],[0.36666666666666664],[1],[0],[0],[1.6109342460003973],['target'],108,0,108,0,168.77702640600182,,5,168.76684187200226,168.77702640600182,168.77702640600182,0.014187887998559745,170.37822686900108,[-0.2],[0.36666666666666664],[1],[0],[0],[1.6109342460003973],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
109,0,109,[0.105],[-0.235],[1],[0],[0],[1.6850869380032236],['target'],109,0,109,0,170.42015396200077,,10,170.40570489799939,170.42015396200077,170.42015396200077,0.02733687500222004,172.09155427400037,[0.105],[-0.235],[1],[0],[0],[1.6850869380032236],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
110,0,110,[-0.41],[0.4716666666666667],[1],[0],[0],[3.308026949001942],['target'],110,0,110,0,172.14236821799932,,10,172.12497435300247,172.14236821799932,172.14236821799932,0.033171904000482755,175.4335631210015,[-0.41],[0.4716666666666667],[1],[0],[0],[3.308026949001942],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
111,0,111,[0.27166666666666667],[-0.018333333333333333],[1],[0],[0],[1.466644771000574],['target'],111,0,111,0,175.47640759700153,,10,175.4620014710017,175.47640759700153,175.47640759700153,0.02828945399960503,176.92906848500206,[0.27166666666666667],[-0.018333333333333333],[1],[0],[0],[1.466644771000574],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
112,0,112,[0.021666666666666667],[-0.24833333333333332],[1],[0],[0],[1.3506933310018212],['target'],112,0,112,0,176.95344334200126,,5,176.94387796000228,176.95344334200126,176.95344334200126,0.01464955600022222,178.29507211800228,[0.021666666666666667],[-0.24833333333333332],[1],[0],[0],[1.3506933310018212],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
113,0,113,[-0.43333333333333335],[0.15666666666666668],[1],[0],[0],[1.2422593889968994],['target'],113,0,113,0,178.31988263099993,,5,178.30978534699898,178.31988263099993,178.31988263099993,0.014576629000657704,179.55261399600204,[-0.43333333333333335],[0.15666666666666668],[1],[0],[0],[1.2422593889968994],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
114,0,114,[0.23666666666666666],[-0.13],[1],[0],[0],[1.3293946129997494],['target'],114,0,114,0,179.57630411799983,,5,179.5669387980015,179.57630411799983,179.57630411799983,0.014200985999195836,180.89670526999907,[0.23666666666666666],[-0.13],[1],[0],[0],[1.3293946129997494],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
115,0,115,[-0.43333333333333335],[0.4683333333333333],[1],[0],[0],[1.5358004480003729],['target'],115,0,115,0,180.93822736600123,,10,180.92369545800102,180.93822736600123,180.93822736600123,0.02687036099814577,182.45993079600157,[-0.43333333333333335],[0.4683333333333333],[1],[0],[0],[1.5358004480003729],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
116,0,116,[0.38666666666666666],[0.20666666666666667],[1],[0],[0],[2.203884686998208],['target'],116,0,116,0,182.50267646700013,,10,182.48731380699974,182.50267646700013,182.50267646700013,0.027230350002355408,184.69175282400101,[0.38666666666666666],[0.20666666666666667],[1],[0],[0],[2.203884686998208],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
117,0,117,[0.0033333333333333335],[0.46],[1],[0],[0],[1.6579220390012779],[None],117,0,117,0,184.7341358220001,,10,184.7193786429998,184.7341358220001,184.7341358220001,0.02747447500223643,186.3779960890024,[0.0033333333333333335],[0.46],[1],[0],[0],[1.6579220390012779],[None],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
118,0,118,[-0.4],[0.22833333333333333],[1],[0],[0],[1.2629181230004178],['target'],118,0,118,0,186.40623165000216,,5,186.39507464100097,186.40623165000216,186.40623165000216,0.016854731999046635,187.65842752500248,[-0.4],[0.22833333333333333],[1],[0],[0],[1.2629181230004178],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
119,0,119,[-0.011666666666666667],[0.06833333333333333],[1],[0],[0],[2.122712460000912],['target'],119,0,119,0,187.69968111300113,,10,187.68568763599978,187.69968111300113,187.69968111300113,0.02713482899707742,189.80898814800094,[-0.011666666666666667],[0.06833333333333333],[1],[0],[0],[2.122712460000912],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
120,0,120,[0.35333333333333333],[-0.105],[1],[0],[0],[2.3791508689973853],['target'],120,0,120,0,189.85013145099947,,10,189.83596558299905,189.85013145099947,189.85013145099947,0.026837979999982053,192.21555610799987,[0.35333333333333333],[-0.105],[1],[0],[0],[2.3791508689973853],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
121,0,121,[0.405],[-0.23333333333333334],[1],[0],[0],[1.2256523670002935],['target'],121,0,121,0,192.23987251700237,,5,192.23039113699997,192.23987251700237,192.23987251700237,0.014664709000498988,193.45644135300245,[0.405],[-0.23333333333333334],[1],[0],[0],[1.2256523670002935],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
122,0,122,[0.051666666666666666],[0.2733333333333333],[1],[0],[0],[1.3763420230025076],['target'],122,0,122,0,193.4816489090008,,5,193.47129841599963,193.4816489090008,193.4816489090008,0.014731464001670247,194.84814746800112,[0.051666666666666666],[0.2733333333333333],[1],[0],[0],[1.3763420230025076],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
123,0,123,[0.37833333333333335],[0.03833333333333333],[1],[0],[0],[1.1389012789986737],['target'],123,0,123,0,194.88966634100143,,10,194.87507519800056,194.88966634100143,194.88966634100143,0.02680141499877209,196.01447765299963,[0.37833333333333335],[0.03833333333333333],[1],[0],[0],[1.1389012789986737],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
124,0,124,[0.37666666666666665],[-0.055],[1],[0],[0],[2.645746941998368],['target'],124,0,124,0,196.05724745100088,,10,196.04267025399895,196.05724745100088,196.05724745100088,0.028032827001879923,198.6888072670008,[0.37666666666666665],[-0.055],[1],[0],[0],[2.645746941998368],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
125,0,125,[0.33],[-0.36333333333333334],[1],[0],[0],[1.4829681209994305],['target'],125,0,125,0,198.73091380100232,,10,198.71620195099968,198.73091380100232,198.73091380100232,0.027248287999100285,200.19957347500167,[0.33],[-0.36333333333333334],[1],[0],[0],[1.4829681209994305],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
126,0,126,[0.485],[-0.15333333333333332],[1],[0],[0],[1.46879149200322],['target'],126,0,126,0,200.22390269099924,,5,200.21368082200206,200.22390269099924,200.22390269099924,0.013955010002973722,201.68291931800195,[0.485],[-0.15333333333333332],[1],[0],[0],[1.46879149200322],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
127,0,127,[-0.13666666666666666],[0.3566666666666667],[1],[0],[0],[1.2849055810002028],['target'],127,0,127,0,201.70735391900234,,5,201.6970074359997,201.70735391900234,201.70735391900234,0.013947269002528628,202.98233668600005,[-0.13666666666666666],[0.3566666666666667],[1],[0],[0],[1.2849055810002028],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
128,0,128,[0.07166666666666667],[-0.28],[1],[0],[0],[1.5804367679993447],['target'],128,0,128,0,203.02411976000076,,10,203.01032848500108,203.02411976000076,203.02411976000076,0.027802264998172177,204.5912778560014,[0.07166666666666667],[-0.28],[1],[0],[0],[1.5804367679993447],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
129,0,129,[0.48833333333333334],[-0.275],[1],[0],[0],[1.176997537000716],['target'],129,0,129,0,204.63234199900035,,10,204.61793712200233,204.63234199900035,204.63234199900035,0.026476545997866197,205.79553831000158,[0.48833333333333334],[-0.275],[1],[0],[0],[1.176997537000716],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
130,0,130,[0.30666666666666664],[0.23166666666666666],[1],[0],[0],[1.435744466001779],['target'],130,0,130,0,205.8200653999993,,5,205.80945962199985,205.8200653999993,205.8200653999993,0.013756058000581106,207.24560292000024,[0.30666666666666664],[0.23166666666666666],[1],[0],[0],[1.435744466001779],['target'],705599,001,2024-10-10_13h39.22.626,VISUALSEARCH,2024.2.1,None,2024-10-10 13h43.58.343800 +0530,
