word_study,thisN,thisTrialN,thisRepN,slider.response,slider.rt,word_practice,reference,old_new,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,trials_2.textbox.text,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,trials_2.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
police,10,10,0,3.951111111111111,1.2343827539989434,,,,,,,,,,,,0,10,10,13,,,,,16.011922698999115,,15.992930076998164,16.011922698999115,16.011922698999115,17.24711159800063,3.951111111111111,1.2343827539989434,,,,,,,,,,,,,,,131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
cake,11,11,0,1,1.292294597998989,,,,,,,,,,,,0,11,11,7,,,,,17.271028871000453,,17.25190268699953,17.271028871000453,17.271028871000453,18.56548596599896,1,1.292294597998989,,,,,,,,,,,,,,,131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
phone,12,12,0,2.013333333333333,1.054041479001171,,,,,,,,,,,,0,12,12,11,,,,,18.59165776000009,,18.57170950499858,18.59165776000009,18.59165776000009,19.648350619998382,2.013333333333333,1.054041479001171,,,,,,,,,,,,,,,131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
mouse,13,13,0,3.017777777777778,1.5088384020018566,,,,,,,,,,,,0,13,13,5,,,,,19.67456243199922,,19.654450600999553,19.67456243199922,19.67456243199922,21.184040068001195,3.017777777777778,1.5088384020018566,,,,,,,,,,,,,,,131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
cushion,14,14,0,1.008888888888889,1.2860383199986245,,,,,,,,,,,,0,14,14,3,,,,,21.209894029998395,,21.189615495000908,21.209894029998395,21.209894029998395,22.495780913999624,1.008888888888889,1.2860383199986245,,,,,,,,,,,,,,,131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
,0,0,0,,,b_o_,book,old,book,[-0.10666666666666667],[-0.3111111111111111],[1],[0],[0],[5.248145382000075],['text_3'],,,,,0,0,0,2,22.539741250999214,,,,,,,,22.508871770998667,22.539741250999214,22.539741250999214,22.539741250999214,0.013080331998935435,27.757695396998315,book,[-0.10666666666666667],[-0.3111111111111111],[1],[0],[0],[5.248145382000075],['text_3'],131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
,1,1,0,,,_s_i_t,tshirt,new,,[],[],[],[],[],[],[],,,,,0,1,1,18,27.778278870999202,,,,,,,,27.760383369997726,27.778278870999202,27.778278870999202,27.778278870999202,0.002521370999602368,37.7584243099991,,[],[],[],[],[],[],[],131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
,2,2,0,,,_e_s,keys,old,keys,[-0.08],[-0.3111111111111111],[1],[0],[0],[3.7903994970001804],['text_3'],,,,,0,2,2,9,37.78356557299776,,,,,,,,37.762780959998054,37.78356557299776,37.78356557299776,37.78356557299776,0.004947268000250915,41.554237657997874,keys,[-0.08],[-0.3111111111111111],[1],[0],[0],[3.7903994970001804],['text_3'],131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
,3,3,0,,,t_g_r,tiger,old,tiger,[-0.056666666666666664],[-0.32555555555555554],[1],[0],[0],[2.771353967997129],['text_3'],,,,,0,3,3,1,41.576597464998486,,,,,,,,41.55759777300045,41.576597464998486,41.576597464998486,41.576597464998486,0.0032279519982694183,44.33002581099936,tiger,[-0.056666666666666664],[-0.32555555555555554],[1],[0],[0],[2.771353967997129],['text_3'],131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
,4,4,0,,,v_s_,vase,old,vase,[-0.015555555555555555],[-0.29777777777777775],[1],[0],[0],[2.513807382001687],['text_3'],,,,,0,4,4,0,44.354455996999604,,,,,,,,44.33416723999835,44.354455996999604,44.354455996999604,44.354455996999604,0.003982556001574267,46.84890413500034,vase,[-0.015555555555555555],[-0.29777777777777775],[1],[0],[0],[2.513807382001687],['text_3'],131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
,5,5,0,,,_a_e,cake,old,cake,[-0.01],[-0.31222222222222223],[1],[0],[0],[2.77190734299802],['text_3'],,,,,0,5,5,7,46.86945165399811,,,,,,,,46.85176970199973,46.86945165399811,46.86945165399811,46.86945165399811,0.002783175998047227,49.62458290200084,cake,[-0.01],[-0.31222222222222223],[1],[0],[0],[2.77190734299802],['text_3'],131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
,6,6,0,,,_u_h_o_,cushion,old,cushion,[-0.006666666666666667],[-0.30333333333333334],[1],[0],[0],[3.472626876002323],['text_3'],,,,,0,6,6,3,49.64590746799877,,,,,,,,49.62756685400018,49.64590746799877,49.64590746799877,49.64590746799877,0.002842769998096628,53.101490074997855,cushion,[-0.006666666666666667],[-0.30333333333333334],[1],[0],[0],[3.472626876002323],['text_3'],131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
,7,7,0,,,_i_n_,piano ,old,piano,[-0.005555555555555556],[-0.3233333333333333],[1],[0],[0],[9.196910828999535],['text_3'],,,,,0,7,7,4,53.123900033999234,,,,,,,,53.104417673999706,53.123900033999234,53.123900033999234,53.123900033999234,0.002769516999251209,62.30270154200116,piano,[-0.005555555555555556],[-0.3233333333333333],[1],[0],[0],[9.196910828999535],['text_3'],131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
,8,8,0,,,_e_c_l,pencil,new,pencil,[0.0011111111111111111],[-0.3055555555555556],[1],[0],[0],[2.72347425100088],['text_3'],,,,,0,8,8,16,62.325749476000055,,,,,,,,62.30621669899847,62.325749476000055,62.325749476000055,62.325749476000055,0.003203168998879846,65.03068888999769,pencil,[0.0011111111111111111],[-0.3055555555555556],[1],[0],[0],[2.72347425100088],['text_3'],131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
,9,9,0,,,b_t_l_,bottle,new,bottle,[-0.0011111111111111111],[-0.32],[1],[0],[0],[2.422812578999583],['text_3'],,,,,0,9,9,15,65.05626084499818,,,,,,,,65.03569347099983,65.05626084499818,65.05626084499818,65.05626084499818,0.004629646999092074,67.4595603859998,bottle,[-0.0011111111111111111],[-0.32],[1],[0],[0],[2.422812578999583],['text_3'],131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
,10,10,0,,,_o_t_r,poster,old,poster,[0.017777777777777778],[-0.31333333333333335],[1],[0],[0],[3.5774296349991346],['text_3'],,,,,0,10,10,10,67.48172565999994,,,,,,,,67.46266408500014,67.48172565999994,67.48172565999994,67.48172565999994,0.0029779979995510075,71.04129393900075,poster,[0.017777777777777778],[-0.31333333333333335],[1],[0],[0],[3.5774296349991346],['text_3'],131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
,11,11,0,,,c_a_t,chart,old,chart,[0.02],[-0.31333333333333335],[1],[0],[0],[2.561256630000571],['text_3'],,,,,0,11,11,14,71.06482679100009,,,,,,,,71.04489405599816,71.06482679100009,71.06482679100009,71.06482679100009,0.0032990430008794647,73.60721163999915,chart,[0.02],[-0.31333333333333335],[1],[0],[0],[2.561256630000571],['text_3'],131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
,12,12,0,,,p_o_e,phone,old,,[],[],[],[],[],[],[],,,,,0,12,12,11,73.63151699199807,,,,,,,,73.61179106399868,73.63151699199807,73.63151699199807,73.63151699199807,0.004332931999670109,83.60897477899925,,[],[],[],[],[],[],[],131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
,13,13,0,,,p_l_c_,police,old,police,[0.022222222222222223],[-0.3111111111111111],[1],[0],[0],[7.642807394000556],['text_3'],,,,,0,13,13,13,83.63644072199895,,,,,,,,83.61501875799877,83.63644072199895,83.63644072199895,83.63644072199895,0.007579598001029808,91.25920077199771,police,[0.022222222222222223],[-0.3111111111111111],[1],[0],[0],[7.642807394000556],['text_3'],131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
,14,14,0,,,_a_t_p,laptop,new,laptop,[0.015555555555555555],[-0.29444444444444445],[1],[0],[0],[2.693537232997187],['text_3'],,,,,0,14,14,17,91.28434410800037,,,,,,,,91.263383745998,91.28434410800037,91.28434410800037,91.28434410800037,0.003958211000281153,93.95788547899792,laptop,[0.015555555555555555],[-0.29444444444444445],[1],[0],[0],[2.693537232997187],['text_3'],131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
,15,15,0,,,m_u_e,mouse,old,mouse,[0.04777777777777778],[-0.31555555555555553],[1],[0],[0],[2.8666716900006577],['text_3'],,,,,0,15,15,5,93.982274684,,,,,,,,93.96187285899941,93.982274684,93.982274684,93.982274684,0.0038187190002645366,96.82972827599951,mouse,[0.04777777777777778],[-0.31555555555555553],[1],[0],[0],[2.8666716900006577],['text_3'],131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
,16,16,0,,,c_u_s_,cruise,old,cruise,[0.04777777777777778],[-0.31555555555555553],[1],[0],[0],[2.8732864880003035],['text_3'],,,,,0,16,16,8,96.85388355100076,,,,,,,,96.83367414799795,96.85388355100076,96.85388355100076,96.85388355100076,0.0038384069994208403,99.70856592799828,cruise,[0.04777777777777778],[-0.31555555555555553],[1],[0],[0],[2.8732864880003035],['text_3'],131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
,17,17,0,,,p_s_r_y,pastry,old,pastry,[0.04777777777777778],[-0.31555555555555553],[1],[0],[0],[2.1779003409974393],['text_3'],,,,,0,17,17,6,99.73369432999971,,,,,,,,99.71306793799886,99.73369432999971,99.73369432999971,99.73369432999971,0.004290221997507615,101.89259768899865,pastry,[0.04777777777777778],[-0.31555555555555553],[1],[0],[0],[2.1779003409974393],['text_3'],131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
,18,18,0,,,m_a_b_e,marble,old,marble,[0.04777777777777778],[-0.31555555555555553],[1],[0],[0],[3.004660258000513],['text_3'],,,,,0,18,18,12,101.91728734500066,,,,,,,,101.89690467299806,101.91728734500066,101.91728734500066,101.91728734500066,0.004066973000590224,104.90298726100082,marble,[0.04777777777777778],[-0.31555555555555553],[1],[0],[0],[3.004660258000513],['text_3'],131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
,19,19,0,,,c_s_,case,new,case,[0.052222222222222225],[-0.3111111111111111],[1],[0],[0],[4.450321119998989],['text_3'],,,,,0,19,19,19,104.92602940099823,,,,,,,,104.90620763399784,104.92602940099823,104.92602940099823,104.92602940099823,0.0030481920002785046,109.35741462700025,case,[0.052222222222222225],[-0.3111111111111111],[1],[0],[0],[4.450321119998989],['text_3'],131912,001,2024-10-28_19h32.31.860,WordPriming Experiment,2024.2.1,57.56379983006039,2024-10-28 19h32.41.277112 +0530,
