delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,Beep.started,sound_1.started,sound_1.stopped,Beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.1,400,unexp,10,10,0,space,0.5944496630036156,None,55,1,[1.52125008800067],[1.5212599229998887],0,10,10,0,42.794994515003054,,42.78533485299704,42.794994515003054,43.782675390000804,43.782675390000804,43.79504689500027,44.385564452000835,space,0.5944496630036156,None,44.38648125399777,44.48672105366519,44.79072750799969,44.77242416400259,44.7731433930021,44.79072750799969,44.79072750799969,44.79072750799969,46.313061508997635,55,1,[1.52125008800067],[1.5212599229998887],992430,001,2024-11-13_13h46.00.122,IntentionBinding_Experiment,2024.2.1,80.31990841212867,2024-11-13 13h46.36.262430 +0530,
0.4,400,unexp,11,11,0,space,0.3827913549976074,None,456,1,[2.461536459995841],[2.4615492109951447],0,11,11,1,46.31984484699933,,46.31330756699754,46.31984484699933,47.31147793799755,47.31147793799755,47.318346473999554,47.69787850799912,space,0.3827913549976074,None,47.69851557700167,48.10105456266707,48.40627525399759,48.387987335001526,48.38861491499847,48.40627525399759,48.40627525399759,48.40627525399759,50.869072112996946,456,1,[2.461536459995841],[2.4615492109951447],992430,001,2024-11-13_13h46.00.122,IntentionBinding_Experiment,2024.2.1,80.31990841212867,2024-11-13 13h46.36.262430 +0530,
0.7,1000,exp,12,0,1,space,0.5076925800021854,None,234,1,[1.903539715000079],[1.9036061740043806],1,0,12,5,50.878567630999896,,50.86933528300142,50.878567630999896,51.86149948900129,51.86149948900129,51.86851361700246,52.383398915000726,space,0.5076925800021854,None,52.38394072999654,53.083948040668716,53.388359579999815,53.37145596499613,53.37206349999906,53.388359579999815,53.388359579999815,53.388359579999815,55.29375011900265,234,1,[1.903539715000079],[1.9036061740043806],992430,001,2024-11-13_13h46.00.122,IntentionBinding_Experiment,2024.2.1,80.31990841212867,2024-11-13 13h46.36.262430 +0530,
0.1,400,unexp,13,1,1,space,0.7266226120045758,None,789,1,[1.69600096999784],[1.696013218999724],1,1,13,0,55.30068343199673,,55.29419692700321,55.30068343199673,56.28466074899916,56.28466074899916,56.29467660999944,57.01362862800306,space,0.7266226120045758,None,57.01424075900286,57.11761056866477,57.42191444800119,57.40431147199706,57.40492291300325,57.42191444800119,57.42191444800119,57.42191444800119,59.118903841001156,789,1,[1.69600096999784],[1.696013218999724],992430,001,2024-11-13_13h46.00.122,IntentionBinding_Experiment,2024.2.1,80.31990841212867,2024-11-13 13h46.36.262430 +0530,
0.7,1000,exp,14,2,1,space,1.168231272000412,None,87,1,[1.0778000829959637],[1.0778199280030094],1,2,14,8,59.12853178999649,,59.119156677996216,59.12853178999649,60.111257609998574,60.111257609998574,60.11823468699731,61.29467525899963,space,1.168231272000412,None,61.295229959003336,61.99468261866811,62.2986516259989,62.28106747700076,62.28170273100113,62.2986516259989,62.2986516259989,62.2986516259989,63.37812959399889,87,1,[1.0778000829959637],[1.0778199280030094],992430,001,2024-11-13_13h46.00.122,IntentionBinding_Experiment,2024.2.1,80.31990841212867,2024-11-13 13h46.36.262430 +0530,
0.7,400,unexp,15,3,1,space,0.3842568959953496,None,67,1,[1.4406001399984234],[1.440612833997875],1,3,15,2,63.38475479799672,,63.37840721300017,63.38475479799672,64.36711834600283,64.36711834600283,64.37792804499622,64.75527820299612,space,0.3842568959953496,None,64.75585598599719,65.46113937266297,65.7629890629978,65.7479800450019,65.74862371799827,65.7629890629978,65.7629890629978,65.7629890629978,67.20478329699836,67,1,[1.4406001399984234],[1.440612833997875],992430,001,2024-11-13_13h46.00.122,IntentionBinding_Experiment,2024.2.1,80.31990841212867,2024-11-13 13h46.36.262430 +0530,
0.7,1000,exp,16,4,1,space,0.4591277850049664,None,566,1,[1.5368175859985058],[1.5368371830045362],1,4,16,11,67.22776695599896,,67.20504890300072,67.22776695599896,68.20165857500251,68.20165857500251,68.21732989000157,68.66350875500211,space,0.4591277850049664,None,68.6640808029988,69.3676481706682,69.67312534299708,69.65463628499856,69.65525865700329,69.67312534299708,69.67312534299708,69.67312534299708,71.21148896899831,566,1,[1.5368175859985058],[1.5368371830045362],992430,001,2024-11-13_13h46.00.122,IntentionBinding_Experiment,2024.2.1,80.31990841212867,2024-11-13 13h46.36.262430 +0530,
0.4,400,unexp,17,5,1,space,0.424020181002561,None,565,1,[2.088002153999696],[2.0880236529992544],1,5,17,1,71.21777429599751,,71.2117433559979,71.21777429599751,72.20335020100174,72.20335020100174,72.22785341800045,72.62989568700141,space,0.424020181002561,None,72.6305394719966,73.03318284866351,73.33805803600262,73.32057512400206,73.32119531399803,73.33805803600262,73.33805803600262,73.33805803600262,75.427559001997,565,1,[2.088002153999696],[2.0880236529992544],992430,001,2024-11-13_13h46.00.122,IntentionBinding_Experiment,2024.2.1,80.31990841212867,2024-11-13 13h46.36.262430 +0530,
0.1,1000,exp,18,6,1,space,0.2694890269995085,None,567,1,[2.1960428949969355],[2.196055363994674],1,6,18,6,75.43416354800138,,75.42781778299832,75.43416354800138,76.41718036800012,76.41718036800012,76.42755161399691,76.69635423900036,space,0.2694890269995085,None,76.69691645399871,76.80057903166404,77.10424899200007,77.08730724499765,77.08791336199647,77.10424899200007,77.10424899200007,77.10424899200007,79.30151646200102,567,1,[2.1960428949969355],[2.196055363994674],992430,001,2024-11-13_13h46.00.122,IntentionBinding_Experiment,2024.2.1,80.31990841212867,2024-11-13 13h46.36.262430 +0530,
0.4,1000,exp,19,7,1,space,0.5863180980013567,None,45,1,[1.9788938849960687],[1.9789156649931101],1,7,19,10,79.3108447889972,,79.30176185299933,79.3108447889972,80.29553723299614,80.29553723299614,80.30381459999626,80.89008564699907,space,0.5863180980013567,None,80.89086708400282,81.29397275566977,81.59719566100102,81.58117475600011,81.58184469599655,81.59719566100102,81.59719566100102,81.59719566100102,83.5777669070012,45,1,[1.9788938849960687],[1.9789156649931101],992430,001,2024-11-13_13h46.00.122,IntentionBinding_Experiment,2024.2.1,80.31990841212867,2024-11-13 13h46.36.262430 +0530,
0.1,1000,exp,20,8,1,space,0.6393057189998217,None,342,1,[2.8492708220001077],[2.849279337999178],1,8,20,3,83.5849110650015,,83.57804211499752,83.5849110650015,84.567120366999,84.567120366999,84.58417655799713,85.21292279799673,space,0.6393057189998217,None,85.21356875300262,85.31878132566295,85.6287144270027,85.61391959399771,85.61451350699645,85.6287144270027,85.6287144270027,85.6287144270027,88.47898956699646,342,1,[2.8492708220001077],[2.849279337999178],992430,001,2024-11-13_13h46.00.122,IntentionBinding_Experiment,2024.2.1,80.31990841212867,2024-11-13 13h46.36.262430 +0530,
0.4,1000,exp,21,9,1,space,0.551689230996999,None,12,1,[1.4594743069974356],[1.4594853809976485],1,9,21,4,88.49499870299769,,88.47922474100051,88.49499870299769,89.4770612229986,89.4770612229986,89.49446722799621,90.04510475700226,space,0.551689230996999,None,90.04583807400195,90.4452673186645,90.75622504700004,90.73728822400153,90.73794595000072,90.75622504700004,90.75622504700004,90.75622504700004,92.21668846000102,12,1,[1.4594743069974356],[1.4594853809976485],992430,001,2024-11-13_13h46.00.122,IntentionBinding_Experiment,2024.2.1,80.31990841212867,2024-11-13 13h46.36.262430 +0530,
