thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,[0.4911111111111111],[0.30444444444444446],[1],[0],[0],[1.7058687380012998],['target'],10,0,10,0,16.256688908997603,,5,16.24593088199981,16.256688908997603,16.256688908997603,0.0176504869996279,17.952373496998916,[0.4911111111111111],[0.30444444444444446],[1],[0],[0],[1.7058687380012998],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
11,0,11,[-0.13333333333333333],[0.45444444444444443],[1],[0],[0],[1.5061596989980899],['target'],11,0,11,0,17.9969756879982,,10,17.981574846999138,17.9969756879982,17.9969756879982,0.028987879999476718,19.488119669997104,[-0.13333333333333333],[0.45444444444444443],[1],[0],[0],[1.5061596989980899],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
12,0,12,[-0.22],[-0.2],[1],[0],[0],[1.6096872790003545],['target'],12,0,12,0,19.530477046999295,,10,19.51559096100027,19.530477046999295,19.530477046999295,0.02731996000147774,21.125798828998086,[-0.22],[-0.2],[1],[0],[0],[1.6096872790003545],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
13,0,13,[0.22444444444444445],[0.47333333333333333],[1],[0],[0],[1.8743190099994536],['target'],13,0,13,0,21.17114617900006,,10,21.156381130000227,21.17114617900006,21.17114617900006,0.03037493499869015,23.031669435997173,[0.22444444444444445],[0.47333333333333333],[1],[0],[0],[1.8743190099994536],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
14,0,14,[0.005555555555555556],[0.3877777777777778],[1],[0],[0],[1.2862456430011662],['target'],14,0,14,0,23.06014491699898,,5,23.049452780000138,23.06014491699898,23.06014491699898,0.01750599700244493,24.33630658399852,[0.005555555555555556],[0.3877777777777778],[1],[0],[0],[1.2862456430011662],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
15,0,15,[-0.13777777777777778],[-0.03888888888888889],[1],[0],[0],[1.2752361550010392],['target'],15,0,15,0,24.36560620599994,,5,24.35393877000024,24.36560620599994,24.36560620599994,0.01746786999865435,25.62983685799918,[-0.13777777777777778],[-0.03888888888888889],[1],[0],[0],[1.2752361550010392],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
16,0,16,[0.32],[-0.44333333333333336],[1],[0],[0],[2.258620904998679],['target'],16,0,16,0,25.658096002000093,,5,25.64610648300004,25.658096002000093,25.658096002000093,0.016036110999266384,27.905538437997166,[0.32],[-0.44333333333333336],[1],[0],[0],[2.258620904998679],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
17,0,17,[-0.29888888888888887],[0.10555555555555556],[1],[0],[0],[1.6280792299985478],['target'],17,0,17,0,27.936581431000377,,5,27.924226491999434,27.936581431000377,27.936581431000377,0.01843249300145544,29.5531071789992,[-0.29888888888888887],[0.10555555555555556],[1],[0],[0],[1.6280792299985478],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
18,0,18,[-0.3233333333333333],[0.4077777777777778],[1],[0],[0],[1.6566454300009354],['target'],18,0,18,0,29.584278827998787,,5,29.57230194099975,29.584278827998787,29.584278827998787,0.018933624000055715,31.229680680997262,[-0.3233333333333333],[0.4077777777777778],[1],[0],[0],[1.6566454300009354],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
19,0,19,[0.09222222222222222],[0.23777777777777778],[1],[0],[0],[1.3987053710006876],['target'],19,0,19,0,31.275004065999383,,10,31.258255564996944,31.275004065999383,31.275004065999383,0.02839061000122456,32.65736201300024,[0.09222222222222222],[0.23777777777777778],[1],[0],[0],[1.3987053710006876],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
20,0,20,[-0.10666666666666667],[0.3933333333333333],[1],[0],[0],[1.5257525499982876],['target'],20,0,20,0,32.70189224299975,,10,32.68576617399958,32.70189224299975,32.70189224299975,0.02823041000010562,34.21196601799966,[-0.10666666666666667],[0.3933333333333333],[1],[0],[0],[1.5257525499982876],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
21,0,21,[-0.38333333333333336],[0.4211111111111111],[1],[0],[0],[1.1429719849984394],['target'],21,0,21,0,34.23708368900043,,5,34.226054679998924,34.23708368900043,34.23708368900043,0.013931200999650173,35.369688102997316,[-0.38333333333333336],[0.4211111111111111],[1],[0],[0],[1.1429719849984394],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
22,0,22,[0.12222222222222222],[-0.4388888888888889],[1],[0],[0],[2.1958603439998114],['target'],22,0,22,0,35.395113572998525,,5,35.38417488699997,35.395113572998525,35.395113572998525,0.014350704001117265,37.580832872998144,[0.12222222222222222],[-0.4388888888888889],[1],[0],[0],[2.1958603439998114],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
23,0,23,[0.28],[0.26],[1],[0],[0],[1.578550975998951],['target'],23,0,23,0,37.62742158199762,,10,37.61172138599795,37.62742158199762,37.62742158199762,0.030557100999430986,39.19069711100019,[0.28],[0.26],[1],[0],[0],[1.578550975998951],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
24,0,24,[0.38333333333333336],[0.4177777777777778],[1],[0],[0],[1.3886850900016725],['target'],24,0,24,0,39.23605211500035,,10,39.21835846799877,39.23605211500035,39.23605211500035,0.02748298599908594,40.60751301599885,[0.38333333333333336],[0.4177777777777778],[1],[0],[0],[1.3886850900016725],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
25,0,25,[0.3288888888888889],[-0.02],[1],[0],[0],[1.4862208790000295],['target'],25,0,25,0,40.636763670998334,,5,40.624301126998034,40.636763670998334,40.636763670998334,0.01658425400091801,42.11093559499932,[0.3288888888888889],[-0.02],[1],[0],[0],[1.4862208790000295],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
26,0,26,[0.2788888888888889],[-0.28555555555555556],[1],[0],[0],[2.0258011969999643],['target'],26,0,26,0,42.15343524799755,,10,42.138310897997144,42.15343524799755,42.15343524799755,0.027234132001467515,44.165132374997484,[0.2788888888888889],[-0.28555555555555556],[1],[0],[0],[2.0258011969999643],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
27,0,27,[0.3022222222222222],[-0.09222222222222222],[1],[0],[0],[1.1330137840013776],['target'],27,0,27,0,44.19271600199863,,5,44.1813021199996,44.19271600199863,44.19271600199863,0.015939794000587426,45.31496338699799,[0.3022222222222222],[-0.09222222222222222],[1],[0],[0],[1.1330137840013776],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
28,0,28,[-0.46555555555555556],[0.39],[1],[0],[0],[2.039909183000418],['target'],28,0,28,0,45.3439925269995,,5,45.330801173997315,45.3439925269995,45.3439925269995,0.015687487000832334,47.371181436999905,[-0.46555555555555556],[0.39],[1],[0],[0],[2.039909183000418],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
29,0,29,[0.3988888888888889],[-0.4677777777777778],[1],[0],[0],[3.4489909240000998],['target'],29,0,29,0,47.42486093899788,,10,47.407270168998366,47.42486093899788,47.42486093899788,0.03584513900204911,50.856780056998105,[0.3988888888888889],[-0.4677777777777778],[1],[0],[0],[3.4489909240000998],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
30,0,30,[-0.052222222222222225],[0.16777777777777778],[1],[0],[0],[1.7166558600001736],['target'],30,0,30,0,50.900730979999935,,10,50.88485529599711,50.900730979999935,50.900730979999935,0.027890481000213185,52.60204370899737,[-0.052222222222222225],[0.16777777777777778],[1],[0],[0],[1.7166558600001736],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
31,0,31,[-0.3322222222222222],[-0.2111111111111111],[1],[0],[0],[1.3507823090003512],['target'],31,0,31,0,52.63088729899755,,5,52.61913022799854,52.63088729899755,52.63088729899755,0.016825024998979643,53.97044332799851,[-0.3322222222222222],[-0.2111111111111111],[1],[0],[0],[1.3507823090003512],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
32,0,32,[0.16333333333333333],[0.035555555555555556],[1],[0],[0],[1.450170022999373],['target'],32,0,32,0,53.995433281997975,,5,53.98473332600042,53.995433281997975,53.995433281997975,0.014136912999674678,55.435822516999906,[0.16333333333333333],[0.035555555555555556],[1],[0],[0],[1.450170022999373],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
33,0,33,[-0.1388888888888889],[-0.23555555555555555],[1],[0],[0],[2.6364990469992335],['target'],33,0,33,0,55.48583614499876,,10,55.46902979799779,55.48583614499876,55.48583614499876,0.032935471997916466,58.10592901599739,[-0.1388888888888889],[-0.23555555555555555],[1],[0],[0],[2.6364990469992335],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
34,0,34,[-0.30333333333333334],[0.3233333333333333],[1],[0],[0],[1.2435490690004372],['target'],34,0,34,0,58.133253546999185,,5,58.12221819399929,58.133253546999185,58.133253546999185,0.01611921500079916,59.36642771499828,[-0.30333333333333334],[0.3233333333333333],[1],[0],[0],[1.2435490690004372],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
35,0,35,[-0.25222222222222224],[-0.06222222222222222],[1],[0],[0],[1.285359019999305],['target'],35,0,35,0,59.39644893199875,,5,59.3845589579978,59.39644893199875,59.39644893199875,0.017993378998653498,60.670363213997916,[-0.25222222222222224],[-0.06222222222222222],[1],[0],[0],[1.285359019999305],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
36,0,36,[-0.28888888888888886],[-0.18666666666666668],[1],[0],[0],[1.537590118998196],['target'],36,0,36,0,60.71315221599798,,10,60.698049935999734,60.71315221599798,60.71315221599798,0.027530553998076357,62.2361616149974,[-0.28888888888888886],[-0.18666666666666668],[1],[0],[0],[1.537590118998196],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
37,0,37,[0.2577777777777778],[0.2911111111111111],[1],[0],[0],[1.3012627440002689],['target'],37,0,37,0,62.280883799998264,,10,62.26481912599775,62.280883799998264,62.280883799998264,0.028497068997239694,63.566494185997726,[0.2577777777777778],[0.2911111111111111],[1],[0],[0],[1.3012627440002689],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
38,0,38,[0.38333333333333336],[0.03],[1],[0],[0],[1.4187596830015536],['target'],38,0,38,0,63.59636152099847,,5,63.58401333099755,63.59636152099847,63.59636152099847,0.01729924299797858,65.00336657299704,[0.38333333333333336],[0.03],[1],[0],[0],[1.4187596830015536],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
39,0,39,[-0.22666666666666666],[-0.0811111111111111],[1],[0],[0],[1.3476721010010806],['target'],39,0,39,0,65.03665241199997,,5,65.02267739499803,65.03665241199997,65.03665241199997,0.01914897800088511,66.37082072799967,[-0.22666666666666666],[-0.0811111111111111],[1],[0],[0],[1.3476721010010806],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
40,0,40,[0.4033333333333333],[-0.13666666666666666],[1],[0],[0],[1.3671123889980663],['target'],40,0,40,0,66.39787566599989,,5,66.38573700999768,66.39787566599989,66.39787566599989,0.01478089599913801,67.75330104099703,[0.4033333333333333],[-0.13666666666666666],[1],[0],[0],[1.3671123889980663],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
41,0,41,[0.06111111111111111],[-0.28555555555555556],[1],[0],[0],[1.6942638479995367],['target'],41,0,41,0,67.78118042499773,,5,67.76988733399776,67.78118042499773,67.78118042499773,0.016454645003250334,69.46510676899925,[0.06111111111111111],[-0.28555555555555556],[1],[0],[0],[1.6942638479995367],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
42,0,42,[0.2311111111111111],[-0.11444444444444445],[1],[0],[0],[1.4403388049977366],['target'],42,0,42,0,69.51518079199741,,10,69.49809993999952,69.51518079199741,69.51518079199741,0.03278050399967469,70.93888062299811,[0.2311111111111111],[-0.11444444444444445],[1],[0],[0],[1.4403388049977366],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
43,0,43,[0.0011111111111111111],[-0.4],[1],[0],[0],[1.8801758160007012],['target'],43,0,43,0,70.98244263000015,,10,70.96693928499735,70.98244263000015,70.98244263000015,0.027897669999219943,72.84775901499961,[0.0011111111111111111],[-0.4],[1],[0],[0],[1.8801758160007012],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
44,0,44,[0.2966666666666667],[-0.19333333333333333],[1],[0],[0],[1.2565237849994446],['target'],44,0,44,0,72.9037411859972,,10,72.88249582400022,72.9037411859972,72.9037411859972,0.034552029999758815,74.13946120299806,[0.2966666666666667],[-0.19333333333333333],[1],[0],[0],[1.2565237849994446],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
45,0,45,[-0.39],[0.3522222222222222],[1],[0],[0],[1.9480652700003702],['target'],45,0,45,0,74.16725485999996,,5,74.15424696699847,74.16725485999996,74.16725485999996,0.014597212000808213,76.10302257399962,[-0.39],[0.3522222222222222],[1],[0],[0],[1.9480652700003702],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
46,0,46,[0.26666666666666666],[-0.0077777777777777776],[1],[0],[0],[1.253581316999771],['target'],46,0,46,0,76.13217668299694,,5,76.12085142899741,76.13217668299694,76.13217668299694,0.01761648100000457,77.37498593000055,[0.26666666666666666],[-0.0077777777777777776],[1],[0],[0],[1.253581316999771],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
47,0,47,[-0.14777777777777779],[-0.3333333333333333],[1],[0],[0],[1.5173153950017877],['target'],47,0,47,0,77.40653700300027,,5,77.3930009129981,77.40653700300027,77.40653700300027,0.01786122399789747,78.91087706299732,[-0.14777777777777779],[-0.3333333333333333],[1],[0],[0],[1.5173153950017877],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
48,0,48,[0.27555555555555555],[0.3055555555555556],[1],[0],[0],[1.3514146419984172],['target'],48,0,48,0,78.95498528499957,,10,78.93914664999829,78.95498528499957,78.95498528499957,0.028119460999732837,80.29101880799863,[0.27555555555555555],[0.3055555555555556],[1],[0],[0],[1.3514146419984172],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
49,0,49,[0.14888888888888888],[-0.4622222222222222],[1],[0],[0],[1.796098159000394],['target'],49,0,49,0,80.32135172799826,,5,80.30797937699754,80.32135172799826,80.32135172799826,0.01674531399839907,82.10453607700038,[0.14888888888888888],[-0.4622222222222222],[1],[0],[0],[1.796098159000394],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
50,0,50,[0.3411111111111111],[0.012222222222222223],[1],[0],[0],[1.4147934109969356],['target'],50,0,50,0,82.14906210999834,,10,82.13285706899842,82.14906210999834,82.14906210999834,0.028174240000225836,83.54820758799906,[0.3411111111111111],[0.012222222222222223],[1],[0],[0],[1.4147934109969356],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
51,0,51,[0.36444444444444446],[-0.13555555555555557],[1],[0],[0],[1.433932112002367],['target'],51,0,51,0,83.59447645299952,,10,83.57591454799694,83.59447645299952,83.59447645299952,0.02752412299741991,85.0103101019995,[0.36444444444444446],[-0.13555555555555557],[1],[0],[0],[1.433932112002367],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
52,0,52,[0.21777777777777776],[-0.2677777777777778],[1],[0],[0],[1.1941024250008923],['target'],52,0,52,0,85.04019735099791,,5,85.02774045799742,85.04019735099791,85.04019735099791,0.01724853400082793,86.22232790499766,[0.21777777777777776],[-0.2677777777777778],[1],[0],[0],[1.1941024250008923],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
53,0,53,[-0.3011111111111111],[-0.2733333333333333],[1],[0],[0],[1.6471991020007408],['target'],53,0,53,0,86.26866532999702,,10,86.25336455399884,86.26866532999702,86.26866532999702,0.030841858002531808,87.90109506599765,[-0.3011111111111111],[-0.2733333333333333],[1],[0],[0],[1.6471991020007408],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
54,0,54,[0.07],[0.4822222222222222],[1],[0],[0],[2.531640437999158],['target'],54,0,54,0,87.95028898499731,,10,87.93267781599934,87.95028898499731,87.95028898499731,0.031417907997820294,90.46499799799858,[0.07],[0.4822222222222222],[1],[0],[0],[2.531640437999158],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
55,0,55,[-0.4866666666666667],[0.17444444444444446],[1],[0],[0],[1.258934595000028],['target'],55,0,55,0,90.4945091749978,,5,90.48131021699737,90.4945091749978,90.4945091749978,0.016098421001515817,91.74082850599734,[-0.4866666666666667],[0.17444444444444446],[1],[0],[0],[1.258934595000028],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
56,0,56,[-0.4411111111111111],[0.4688888888888889],[1],[0],[0],[3.175019369002257],['target'],56,0,56,0,91.78780223599824,,10,91.77219998600049,91.78780223599824,91.78780223599824,0.031195548999676248,94.94796674999816,[-0.4411111111111111],[0.4688888888888889],[1],[0],[0],[3.175019369002257],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
57,0,57,[0.22111111111111112],[0.40555555555555556],[1],[0],[0],[1.5640788359996805],['target'],57,0,57,0,94.99174976399809,,10,94.97580240000025,94.99174976399809,94.99174976399809,0.02762160099882749,96.54037087699908,[0.22111111111111112],[0.40555555555555556],[1],[0],[0],[1.5640788359996805],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
58,0,58,[-0.04555555555555556],[0.21666666666666667],[1],[0],[0],[1.4054767559973698],['target'],58,0,58,0,96.56714079799713,,5,96.55624850099775,96.56714079799713,96.56714079799713,0.01567172599970945,97.96233389699773,[-0.04555555555555556],[0.21666666666666667],[1],[0],[0],[1.4054767559973698],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
59,0,59,[0.0011111111111111111],[-0.4666666666666667],[1],[0],[0],[2.835964801000955],['target'],59,0,59,0,98.00602266399801,,10,97.99057412500042,98.00602266399801,98.00602266399801,0.028054163998604054,100.82706216699808,[0.0011111111111111111],[-0.4666666666666667],[1],[0],[0],[2.835964801000955],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
60,0,60,[-0.3611111111111111],[-0.2111111111111111],[1],[0],[0],[1.782298959002219],['target'],60,0,60,0,100.87381280599948,,10,100.85667104499953,100.87381280599948,100.87381280599948,0.029441188999044243,102.63938202799909,[-0.3611111111111111],[-0.2111111111111111],[1],[0],[0],[1.782298959002219],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
61,0,61,[-0.04],[-0.42444444444444446],[1],[0],[0],[1.5590375599967956],['target'],61,0,61,0,102.68552255999748,,10,102.66942211899732,102.68552255999748,102.68552255999748,0.029853324998839526,104.22901626999737,[-0.04],[-0.42444444444444446],[1],[0],[0],[1.5590375599967956],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
62,0,62,[-0.11777777777777777],[-0.15222222222222223],[1],[0],[0],[3.114890571003343],['target'],62,0,62,0,104.27414809999755,,10,104.2577506719972,104.27414809999755,104.27414809999755,0.028510847998404643,107.37328198599789,[-0.11777777777777777],[-0.15222222222222223],[1],[0],[0],[3.114890571003343],['target'],401422,001,2024-10-10_13h22.05.025,VISUALSEARCH,2024.2.1,None,2024-10-10 13h22.25.709866 +0530,
