pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
-150,z,11,3,2,z,1,0.2940528640010598,None,2,3,11,3,,,,,28.71212852499957,,28.70171749200017,28.71212852499957,29.69741538800008,29.69741538800008,29.69741538800008,29.69741538800008,29.704803705000813,30.698239667000962,30.698239667000962,31.00086010400082,z,1,0.2940528640010598,None,,,,,085369,001,2024-10-14_17h59.26.468,MotorSequenceLearning,2024.2.1,81.93251805026416,2024-10-14 17h59.39.582131 +0530,
-50,x,12,0,3,x,1,0.30166092599938565,None,3,0,12,0,,,,,31.010406082999907,,31.001266393999686,31.010406082999907,32.014738346999366,32.014738346999366,32.014738346999366,32.014738346999366,32.014738346999366,32.99863216800077,32.99863216800077,33.31005803900007,x,1,0.30166092599938565,None,,,,,085369,001,2024-10-14_17h59.26.468,MotorSequenceLearning,2024.2.1,81.93251805026416,2024-10-14 17h59.39.582131 +0530,
150,v,13,1,3,v,1,0.5337269320007181,None,3,1,13,1,,,,,33.32064270199953,,33.31055229000049,33.32064270199953,34.30506747900108,34.30506747900108,34.30506747900108,34.30506747900108,34.314826304000235,35.307129566001095,35.307129566001095,35.86852724200071,v,1,0.5337269320007181,None,,,,,085369,001,2024-10-14_17h59.26.468,MotorSequenceLearning,2024.2.1,81.93251805026416,2024-10-14 17h59.39.582131 +0530,
50,c,14,2,3,c,1,0.774896176000766,None,3,2,14,2,,,,,35.883142144000885,,35.86937661900083,35.883142144000885,36.86461689799944,36.86461689799944,36.86461689799944,36.86461689799944,36.88144719400043,37.87306808299945,37.87306808299945,38.65463097199972,c,1,0.774896176000766,None,,,,,085369,001,2024-10-14_17h59.26.468,MotorSequenceLearning,2024.2.1,81.93251805026416,2024-10-14 17h59.39.582131 +0530,
-150,z,15,3,3,z,1,0.30642156499925477,None,3,3,15,3,,,,,38.66656586300087,,38.65506714900039,38.66656586300087,39.64923410400115,39.64923410400115,39.64923410400115,39.64923410400115,39.65712925600019,40.66518333900058,40.66518333900058,40.98385941000015,z,1,0.30642156499925477,None,,,,,085369,001,2024-10-14_17h59.26.468,MotorSequenceLearning,2024.2.1,81.93251805026416,2024-10-14 17h59.39.582131 +0530,
-50,x,16,0,4,x,1,0.7023375690005196,None,4,0,16,0,,,,,40.998240545000954,,40.984241682001084,40.998240545000954,41.98133343200061,41.98133343200061,41.98133343200061,41.98133343200061,41.988568394999675,42.98168189200078,42.98168189200078,43.69260068999938,x,1,0.7023375690005196,None,,,,,085369,001,2024-10-14_17h59.26.468,MotorSequenceLearning,2024.2.1,81.93251805026416,2024-10-14 17h59.39.582131 +0530,
150,v,17,1,4,v,1,0.4171178670003428,None,4,1,17,1,,,,,43.70400668500042,,43.69331998599955,43.70400668500042,44.6882150700003,44.6882150700003,44.6882150700003,44.6882150700003,44.699020289001055,45.6903481850004,45.6903481850004,46.11719024000013,v,1,0.4171178670003428,None,,,,,085369,001,2024-10-14_17h59.26.468,MotorSequenceLearning,2024.2.1,81.93251805026416,2024-10-14 17h59.39.582131 +0530,
50,c,18,2,4,c,1,0.6566091910008254,None,4,2,18,2,,,,,46.12766771300085,,46.11766166699999,46.12766771300085,47.11408306300109,47.11408306300109,47.11408306300109,47.11408306300109,47.121542984999905,48.13080812999942,48.13080812999942,48.79942535100054,c,1,0.6566091910008254,None,,,,,085369,001,2024-10-14_17h59.26.468,MotorSequenceLearning,2024.2.1,81.93251805026416,2024-10-14 17h59.39.582131 +0530,
-150,z,19,3,4,z,1,0.5317314679996343,None,4,3,19,3,,,,,48.80996677500116,,48.799907423999684,48.80996677500116,49.797978427999624,49.797978427999624,49.797978427999624,49.797978427999624,49.80553263500042,50.81417149899971,50.81417149899971,51.35400935100006,z,1,0.5317314679996343,None,,,,,085369,001,2024-10-14_17h59.26.468,MotorSequenceLearning,2024.2.1,81.93251805026416,2024-10-14 17h59.39.582131 +0530,
-50,x,20,0,5,x,1,0.6194599840000592,None,5,0,20,0,,,,,51.367640958000266,,51.354489028999524,51.367640958000266,52.347539763000896,52.347539763000896,52.347539763000896,52.347539763000896,52.364377948000765,53.35050891100036,53.35050891100036,53.97683342399978,x,1,0.6194599840000592,None,,,,,085369,001,2024-10-14_17h59.26.468,MotorSequenceLearning,2024.2.1,81.93251805026416,2024-10-14 17h59.39.582131 +0530,
150,v,21,1,5,v,1,0.758216406999054,None,5,1,21,1,,,,,53.98753698600012,,53.97745235399998,53.98753698600012,54.97147476800092,54.97147476800092,54.97147476800092,54.97147476800092,54.981382686999495,55.972126994000064,55.972126994000064,56.734651839000435,v,1,0.758216406999054,None,,,,,085369,001,2024-10-14_17h59.26.468,MotorSequenceLearning,2024.2.1,81.93251805026416,2024-10-14 17h59.39.582131 +0530,
50,c,22,2,5,c,1,0.643732878001174,None,5,2,22,2,,,,,56.74651850600094,,56.73514339299982,56.74651850600094,57.73084695800026,57.73084695800026,57.73084695800026,57.73084695800026,57.738004344999354,58.731176882,58.731176882,59.385115786000824,c,1,0.643732878001174,None,,,,,085369,001,2024-10-14_17h59.26.468,MotorSequenceLearning,2024.2.1,81.93251805026416,2024-10-14 17h59.39.582131 +0530,
-150,z,23,3,5,z,1,0.27300901300077385,None,5,3,23,3,,,,,59.39766125400092,,59.38561446700078,59.39766125400092,60.38060359799965,60.38060359799965,60.38060359799965,60.38060359799965,60.38804110700039,61.38052244299979,61.38052244299979,61.66707454400057,z,1,0.27300901300077385,None,,,,,085369,001,2024-10-14_17h59.26.468,MotorSequenceLearning,2024.2.1,81.93251805026416,2024-10-14 17h59.39.582131 +0530,
-50,x,24,0,6,x,1,0.640442242998688,None,6,0,24,0,,,,,61.67906534500071,,61.66767696900024,61.67906534500071,62.66395030900094,62.66395030900094,62.66395030900094,62.66395030900094,62.67109222900035,63.66787397299959,63.66787397299959,64.31721578100041,x,1,0.640442242998688,None,,,,,085369,001,2024-10-14_17h59.26.468,MotorSequenceLearning,2024.2.1,81.93251805026416,2024-10-14 17h59.39.582131 +0530,
