thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
37,0,37,[0.08555555555555555],[0.39444444444444443],[1],[0],[0],[1.4013223500005552],['target'],37,0,37,0,59.00563514000169,,5,58.99330815600115,59.00563514000169,59.00563514000169,0.015024497002741555,60.39517162099946,[0.08555555555555555],[0.39444444444444443],[1],[0],[0],[1.4013223500005552],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
38,0,38,[-0.11555555555555555],[0.41555555555555557],[1],[0],[0],[0.8806202739979199],['target'],38,0,38,0,60.42478003499855,,5,60.41230834399903,60.42478003499855,60.42478003499855,0.016972460001852596,61.2933948960017,[-0.11555555555555555],[0.41555555555555557],[1],[0],[0],[0.8806202739979199],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
39,0,39,[0.3377777777777778],[0.2866666666666667],[1],[0],[0],[1.043081379000796],['target'],39,0,39,0,61.3214158539995,,5,61.307960314999946,61.3214158539995,61.3214158539995,0.01440357699902961,62.35153611400165,[0.3377777777777778],[0.2866666666666667],[1],[0],[0],[1.043081379000796],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
40,0,40,[0.1388888888888889],[0.16],[1],[0],[0],[0.9613893169989751],['target'],40,0,40,0,62.377220733000286,,5,62.36628888799896,62.377220733000286,62.377220733000286,0.014602041999751236,63.328197075999924,[0.1388888888888889],[0.16],[1],[0],[0],[0.9613893169989751],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
41,0,41,[-0.4722222222222222],[0.37222222222222223],[1],[0],[0],[1.8478347429991118],['target'],41,0,41,0,63.35664935100067,,5,63.34497807200023,63.35664935100067,63.35664935100067,0.016620828999293735,65.19335041500017,[-0.4722222222222222],[0.37222222222222223],[1],[0],[0],[1.8478347429991118],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
42,0,42,[0.28555555555555556],[-0.06111111111111111],[1],[0],[0],[1.3351983399988967],['target'],42,0,42,0,65.21985237199988,,5,65.20806502200139,65.21985237199988,65.21985237199988,0.014570772997103631,66.54375754600187,[0.28555555555555556],[-0.06111111111111111],[1],[0],[0],[1.3351983399988967],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
43,0,43,[-0.10555555555555556],[0.26],[1],[0],[0],[1.3789647999983572],['target'],43,0,43,0,66.58866385299916,,10,66.57242952899833,66.58866385299916,66.58866385299916,0.028496672999608563,67.95194496100157,[-0.10555555555555556],[0.26],[1],[0],[0],[1.3789647999983572],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
44,0,44,[0.3877777777777778],[0.22],[1],[0],[0],[1.145756337999046],['target'],44,0,44,0,67.97860935200151,,5,67.96719220500017,67.97860935200151,67.97860935200151,0.015050635000079637,69.11339575099919,[0.3877777777777778],[0.22],[1],[0],[0],[1.145756337999046],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
45,0,45,[-0.025555555555555557],[-0.44666666666666666],[1],[0],[0],[1.8875203789975785],['target'],45,0,45,0,69.142502693001,,5,69.13059216300098,69.142502693001,69.142502693001,0.017030232997058192,71.0187465199997,[-0.025555555555555557],[-0.44666666666666666],[1],[0],[0],[1.8875203789975785],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
46,0,46,[0.17444444444444446],[-0.3977777777777778],[1],[0],[0],[0.9763976889989863],['target'],46,0,46,0,71.04662135599938,,5,71.03581418799877,71.04662135599938,71.04662135599938,0.016883025000424823,72.0131156790012,[0.17444444444444446],[-0.3977777777777778],[1],[0],[0],[0.9763976889989863],['target'],598892,001,2024-10-10_13h52.57.827,VISUALSEARCH,2024.2.1,None,2024-10-10 13h53.16.398536 +0530,
