stim1,stim2,stim3,correctAns,difficulty,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instruction_text.started,start_key.started,instructions.stopped,start_key.keys,start_key.rt,start_key.duration,fixation.started,fixation_cross.started,fixation.stopped,time_condition,odd_out_routine.started,word_one.started,word_two.started,word_three.started,key_resp_2.started,odd_out_routine.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,fixation_cross.stopped,word_one.stopped,word_two.stopped,word_three.stopped,key_resp_2.stopped,instruction.started,text.started,text.stopped,instruction.stopped,cc.started,text_countdown.started,cc.stopped,fixation_2.started,fixation_cross_2.started,fixation_2.stopped,odd_out_routine_2.started,word_one_2.started,word_two_2.started,word_three_2.started,key_resp_3.started,odd_out_routine_2.stopped,trials.key_resp_3.keys,trials.key_resp_3.rt,trials.key_resp_3.duration,fixation_cross_2.stopped,EndInstruction.started,text_2.started,text_2.stopped,EndInstruction.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
square,rectangle ,triangle,3,medium,9,9,0,None,,,,,,0,9,9,13,,,,,19.718879956002638,,,,,,,,,19.709579453003244,19.718879956002638,20.20787735700287,Pressure,20.220611197000835,20.229160157003207,20.229160157003207,20.229160157003207,20.229160157003207,22.201535148000403,None,,,20.229160157003207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
pluto,earth,mars,1,hard,10,10,0,1,1.5073112090030918,None,,,,0,10,10,5,,,,,22.20782030000555,,,,,,,,,22.201961729006143,22.20782030000555,22.69129794100445,Pressure,22.702504675005912,22.732086225005332,22.732086225005332,22.732086225005332,22.732086225005332,24.242025830004422,1,1.5073112090030918,None,22.70797164000396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
rose,daisy,chair,3,medium,11,11,0,3,0.8928620130027412,None,,,,0,11,11,1,,,,,24.250081101999967,,,,,,,,,24.242205880000256,24.250081101999967,24.733436362002976,Pressure,24.74145576700539,24.749215832001937,24.749215832001937,24.749215832001937,24.749215832001937,25.65129672400508,3,0.8928620130027412,None,24.749215832001937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
car,bus, aeroplane,3,medium,12,12,0,None,,,,,,0,12,12,10,,,,,25.65956549600378,,,,,,,,,25.651469119999092,25.65956549600378,26.15015343500272,Pressure,26.15859631800413,26.166330027001095,26.166330027001095,26.166330027001095,26.166330027001095,28.141357038002752,None,,,26.166330027001095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
trumpet ,flute,violin,3,hard,13,13,0,3,0.8516487649976625,None,,,,0,13,13,8,,,,,28.14961186200526,,,,,,,,,28.14169912100624,28.14961186200526,28.633219637005823,Pressure,28.64057899400359,28.654446789005306,28.654446789005306,28.654446789005306,28.654446789005306,29.50798890700389,3,0.8516487649976625,None,28.646636233999743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
cheetah,dolphin,leopard,2,hard,14,14,0,2,0.9408649139950285,None,,,,0,14,14,11,,,,,29.516468333000375,,,,,,,,,29.508181418001186,29.516468333000375,29.9996854570054,Pressure,30.008224055003666,30.016025715005526,30.016025715005526,30.016025715005526,30.016025715005526,30.958736029999272,2,0.9408649139950285,None,30.016025715005526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.95885202700447,30.96900510800333,35.97611569199944,35.95773839600588,,,,,,,,,,,,,,,,,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.957852236999315,35.97611569199944,40.965961903006246,,,,,,,,,,,,,,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
fish,bird,shark,2,medium,0,0,0,,,,2,3.536314549004601,None,,,,,0,0,0,7,40.982948372002284,,,,,,,,,,,,No Pressure,,,,,,,,,,,,,,,,,,,,,,40.97625715100003,40.982948372002284,41.4674870470044,41.476422239000385,41.48665537900524,41.48665537900524,41.48665537900524,41.48665537900524,45.03368417800084,2,3.536314549004601,None,,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
car,bus, aeroplane,3,medium,1,1,0,,,,3,1.7947795889995177,None,,,,,0,1,1,10,45.04210558500199,,,,,,,,,,,,No Pressure,,,,,,,,,,,,,,,,,,,,,,45.03390369200497,45.04210558500199,45.53412256300362,45.54352065700368,45.55175049200625,45.55175049200625,45.55175049200625,45.55175049200625,47.351585948999855,3,1.7947795889995177,None,,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
dog,car,cat,2,easy,2,2,0,,,,3,1.653255839002668,None,,,,,0,2,2,0,47.36073518800549,,,,,,,,,,,,No Pressure,,,,,,,,,,,,,,,,,,,,,,47.3517707140054,47.36073518800549,47.84975295100594,47.857192236006085,47.86505537899939,47.86505537899939,47.86505537899939,47.86505537899939,49.524781960004475,3,1.653255839002668,None,47.86505537899939,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
octopus ,penguin,squid,2,hard,3,3,0,,,,2,0.5734435720005422,None,,,,,0,3,3,14,49.53523975700227,,,,,,,,,,,,No Pressure,,,,,,,,,,,,,,,,,,,,,,49.524977337001474,49.53523975700227,50.0214483460004,50.02860897600476,50.035899276001146,50.035899276001146,50.035899276001146,50.035899276001146,50.61719072300184,2,0.5734435720005422,None,50.035899276001146,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
sofa,table,lamp,3,medium,4,4,0,,,,3,1.5572335220058449,None,,,,,0,4,4,4,50.62653779100219,,,,,,,,,,,,No Pressure,,,,,,,,,,,,,,,,,,,,,,50.61737487500068,50.62653779100219,51.117713780004124,51.126302421005676,51.1341184289995,51.1341184289995,51.1341184289995,51.1341184289995,52.69993794699985,3,1.5572335220058449,None,,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
bicycle,apple ,train,2,easy,5,5,0,,,,2,3.6889937090018066,None,,,,,0,5,5,6,52.710845681001956,,,,,,,,,,,,No Pressure,,,,,,,,,,,,,,,,,,,,,,52.70012294600019,52.710845681001956,53.201006327006326,53.21000702500169,53.2181540140009,53.2181540140009,53.2181540140009,53.2181540140009,56.91645116500149,2,3.6889937090018066,None,,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
trumpet ,flute,violin,3,hard,6,6,0,,,,3,0.9721060829979251,None,,,,,0,6,6,8,56.92452606000006,,,,,,,,,,,,No Pressure,,,,,,,,,,,,,,,,,,,,,,56.91664127200056,56.92452606000006,57.41746616700402,57.427197749006154,57.43687373400462,57.43687373400462,57.43687373400462,57.43687373400462,58.4169762599995,3,0.9721060829979251,None,,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
sunflower,winter,rain,1,easy,7,7,0,,,,1,0.8685516700061271,None,,,,,0,7,7,9,58.4251226790002,,,,,,,,,,,,No Pressure,,,,,,,,,,,,,,,,,,,,,,58.417168799001956,58.4251226790002,58.91632745600509,58.92486207500042,58.93244052800583,58.93244052800583,58.93244052800583,58.93244052800583,59.80766509100067,1,0.8685516700061271,None,58.93244052800583,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
sun,book,moon,2,easy,8,8,0,,,,2,1.0810720869994839,None,,,,,0,8,8,12,59.8178015980011,,,,,,,,,,,,No Pressure,,,,,,,,,,,,,,,,,,,,,,59.807850288001646,59.8178015980011,60.300949411001056,60.31044678900071,60.317906226999185,60.317906226999185,60.317906226999185,60.317906226999185,61.40069675099949,2,1.0810720869994839,None,60.317906226999185,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
square,rectangle ,triangle,3,medium,9,9,0,,,,3,0.9338761330000125,None,,,,,0,9,9,13,61.40679660800379,,,,,,,,,,,,No Pressure,,,,,,,,,,,,,,,,,,,,,,61.400881954003125,61.40679660800379,61.900634803001594,61.909952394002175,61.91796560399962,61.91796560399962,61.91796560399962,61.91796560399962,62.857922109003994,3,0.9338761330000125,None,61.91796560399962,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
cheetah,dolphin,leopard,2,hard,10,10,0,,,,2,0.8472435250005219,None,,,,,0,10,10,11,62.86821495100594,,,,,,,,,,,,No Pressure,,,,,,,,,,,,,,,,,,,,,,62.85810935799964,62.86821495100594,63.35650119500497,63.36821214500378,63.37577752100333,63.37577752100333,63.37577752100333,63.37577752100333,64.22488970800623,2,0.8472435250005219,None,63.37577752100333,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
cat,dog,lion,2,hard,11,11,0,,,,2,2.427728570997715,None,,,,,0,11,11,2,64.23318328200548,,,,,,,,,,,,No Pressure,,,,,,,,,,,,,,,,,,,,,,64.22509657600312,64.23318328200548,64.7175657570042,64.72551348100387,64.73318967300293,64.73318967300293,64.73318967300293,64.73318967300293,67.16684518400143,2,2.427728570997715,None,64.73318967300293,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
apple,banana,pencil,3,easy,12,12,0,,,,3,3.0797816660051467,None,,,,,0,12,12,3,67.1760505370039,,,,,,,,,,,,No Pressure,,,,,,,,,,,,,,,,,,,,,,67.1670401070005,67.1760505370039,67.66670704699936,67.67715087700344,67.68513091999921,67.68513091999921,67.68513091999921,67.68513091999921,70.76642449700012,3,3.0797816660051467,None,67.68513091999921,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
pluto,earth,mars,1,hard,13,13,0,,,,1,0.7421496489987476,None,,,,,0,13,13,5,70.7722654829995,,,,,,,,,,,,No Pressure,,,,,,,,,,,,,,,,,,,,,,70.76661490500555,70.7722654829995,71.2557411730013,71.26665959200182,71.27371292500175,71.27371292500175,71.27371292500175,71.27371292500175,72.01801274200261,1,0.7421496489987476,None,71.27371292500175,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
rose,daisy,chair,3,medium,14,14,0,,,,3,1.1938651580057922,None,,,,,0,14,14,1,72.02383346100396,,,,,,,,,,,,No Pressure,,,,,,,,,,,,,,,,,,,,,,72.01820547700481,72.02383346100396,72.51766753500124,72.52622987500217,72.53384654500405,72.53384654500405,72.53384654500405,72.53384654500405,73.7344842120001,3,1.1938651580057922,None,72.53384654500405,,,,,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.73460485000396,73.74887037400185,75.73982927500037,75.73424922300183,310537,001,2024-12-03_16h23.06.980,OddOneOut_Experiment,2024.2.1,None,2024-12-03 16h25.48.145374 +0530,
